id	project_name	processed_title	processed_description	processed_labels	priority_id	type_id	status_name	topic_id	top_terms
13244084	ARROW	bundle window wheel	window nightly wheel build fail probably cause hard tell error message importerror dll load fail specified module find descriptive theoretically affect release add	['pull-request-available']	3	1	Resolved	24	['add', 'error', 'fail', 'file', 'return', 'run', 'pyarrow', 'cpp', 'support', 'use']
13218810	ARROW	python build test mingw build	follow need arrow apache arrow file enable python test need revert suggestion use code java diff appveyor cpp build appveyor cpp build index appveyor cpp build appveyor cpp build set set set usebackq import sys set set set set dynload set package code suggestion currently trigger build error travis code java building cxx object src arrow cmakefiles ipc json building cxx object src arrow cmakefiles ipc building cxx object src arrow cmakefiles ipc metadata building cxx object src arrow cmakefiles ipc building cxx object src arrow cmakefiles ipc build target error goto additional investigation need	['pull-request-available']	3	6	Resolved	52	['cpp', 'error', 'test', 'package', 'use', 'file', 'run', 'return', 'add', 'pyarrow']
13419588	ARROW	glib add binding	currently possible pass option compute function	['pull-request-available']	4	4	Resolved	24	['add', 'error', 'fail', 'file', 'return', 'run', 'pyarrow', 'cpp', 'support', 'use']
13267691	ARROW	fedora cron job fail wrong fedora version	requested fedora version debian instead	['pull-request-available']	3	1	Resolved	17	['fail', 'run', 'cpp', 'test', 'error', 'return', 'pyarrow', 'add', 'support', 'file']
13388045	ARROW	use cmake path	find raw pkg config usage	['pull-request-available']	3	4	Resolved	34	['cpp', 'use', 'fail', 'error', 'run', 'return', 'pyarrow', 'add', 'support', 'file']
13340747	ARROW	ruby support type	implementation support need ensure ruby gobject binding	['pull-request-available']	3	4	Resolved	9	['support', 'type', 'error', 'add', 'pyarrow', 'test', 'return', 'run', 'file', 'fail']
13319515	ARROW	use archery changelog generator create release note website	previous changelog generation script remove	['pull-request-available']	3	4	Resolved	34	['cpp', 'use', 'fail', 'error', 'run', 'return', 'pyarrow', 'add', 'support', 'file']
13307004	ARROW	slice chunkedarray zero chunk segfaults	code python import pyarrow arr crash code	['pull-request-available']	2	1	Resolved	73	['pyarrow', 'run', 'fail', 'add', 'return', 'support', 'cpp', 'test', 'file', 'error']
13186689	ARROW	convenience api construct	motivate code example	['pull-request-available']	3	4	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13274462	ARROW	packaging add conda packaging task python	conda forge support python build appropriate package	['pull-request-available']	3	4	Resolved	45	['file', 'package', 'add', 'cpp', 'error', 'test', 'run', 'support', 'return', 'use']
13310494	ARROW	appveyor test failure	introduce	['pull-request-available']	1	1	Resolved	5	['test', 'error', 'add', 'support', 'return', 'run', 'pyarrow', 'cpp', 'use', 'file']
13433913	ARROW	allow set thread pool size environment variable	discussion	['good-second-issue', 'pull-request-available']	3	4	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13297910	ARROW	python add toggle	miss prior patch	['pull-request-available']	3	4	Resolved	24	['add', 'error', 'fail', 'file', 'return', 'run', 'pyarrow', 'cpp', 'support', 'use']
13292478	ARROW	rename gettargetinfos	sorry think irk new gettargetinfos spelling suggest gettargetinfo getfileinfo singular	['pull-request-available']	5	5	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13239752	ARROW	work python	noformat python cpp build support traceback recent file cpp build support line file lib line load typeerror json object str byte noformat debian stretch ship python	['pull-request-available']	3	1	Resolved	33	['support', 'cpp', 'file', 'return', 'run', 'pyarrow', 'add', 'fail', 'test', 'use']
13474013	ARROW	exercise binary verification task nightly basis	discuss release release binary verification task exercise nightly basis cause require fix release catch prior release link relevant discussion dev topic account need download binary crossbow instead artifactory trigger verification task binary build task finish	['pull-request-available']	2	4	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13237672	ARROW	printer show wrong value	example code type code think actual conversion correct printer go wrong give correct value code type dtype code	['pull-request-available']	4	1	Resolved	12	['type', 'support', 'fail', 'return', 'run', 'pyarrow', 'cpp', 'test', 'file', 'error']
13498762	ARROW	python remove gcc compatibility code	require compliant compiler support gcc anymore follow code probably simplify	['pull-request-available']	4	3	Resolved	9	['support', 'type', 'error', 'add', 'pyarrow', 'test', 'return', 'run', 'file', 'fail']
13135132	ARROW	python expose array buffer python user	amount convert list pyarrow buffer object	['pull-request-available']	3	4	Resolved	73	['pyarrow', 'run', 'fail', 'add', 'return', 'support', 'cpp', 'test', 'file', 'error']
13378290	ARROW	merge script test fail miss dependency	miss github update virtual environment host action machine	['pull-request-available']	3	1	Resolved	21	['test', 'fail', 'run', 'pyarrow', 'cpp', 'error', 'return', 'add', 'support', 'file']
13260141	ARROW	miss pyt dependency conda wheel build	multiple python packaging nightlie fail code fail task conda osx clang url conda osx clang url conda win url wheel url conda linux gcc url wheel osx url docker spark integration url wheel win url conda win url conda linux gcc url wheel url conda linux gcc url wheel win url wheel win url gandiva jar osx url conda osx clang url code miss recently introduce pyt lazy fixture test dependency code pyt pyarrow test session start platform linux python hypothesis profile default database example rootdir plugin collect item error deselecte skip select errors error collect test lib site package pyarrow test attributeerror module pyt attribute warning summary prefix lib site mark prefix lib site mark pytestunknownmarkwarning unknown typo register custom mark avoid warning detail pytestunknownmarkwarning doc interrupt error collection code	['pull-request-available']	3	4	Resolved	21	['test', 'fail', 'run', 'pyarrow', 'cpp', 'error', 'return', 'add', 'support', 'file']
13416172	ARROW	drop support centos	reach eol	['pull-request-available']	3	4	Resolved	9	['support', 'type', 'error', 'add', 'pyarrow', 'test', 'return', 'run', 'file', 'fail']
12947906	ARROW	consider add scalar type object model	python later analytic routine pass scalar value example array scalar require kind container system like language solve problem array analysis use case figure work well arrow	['analytics', 'pull-request-available']	3	2	Resolved	69	['support', 'type', 'error', 'use', 'return', 'run', 'pyarrow', 'cpp', 'test', 'file']
13427584	ARROW	update reverse dependency	reverse dependency rebuild arrow package update	['pull-request-available']	3	4	Resolved	116	['package', 'return', 'pyarrow', 'test', 'add', 'run', 'type', 'use', 'error', 'fail']
13395545	ARROW	concatenate dictionary segfault asan failure	noformat run addresssanitizer global buffer overflow address read size thread void char const sign char long int const lidavidm code upstream merge cpp src arrow util visit lidavidm code upstream merge cpp src arrow util visittypeinline lidavidm code upstream merge cpp src arrow operator lidavidm code upstream merge cpp src arrow util visit lidavidm code upstream merge cpp src arrow util visittypeinline lidavidm code upstream merge cpp src arrow operator lidavidm code upstream merge cpp src arrow util const const unsigned char const unsigned char long long long int const lidavidm code upstream merge cpp src arrow util concatenatedictionaryindices lidavidm code upstream merge cpp src arrow array visit lidavidm code upstream merge cpp src arrow array visittypeinline lidavidm code upstream merge cpp src arrow concatenate lidavidm code upstream merge cpp src arrow array const lidavidm code upstream merge cpp src arrow array const const const lidavidm code upstream merge cpp src arrow compute kernels const const const const lidavidm code upstream merge cpp src arrow compute kernels lidavidm code upstream merge cpp src arrow compute kernel void void char const lidavidm envs lib lidavidm envs lib lidavidm envs lib lidavidm envs lib lidavidm envs lib lidavidm envs lib main lidavidm envs lib linux gnu lidavidm code upstream merge build debug arrow compute vector locate byte right global variable define lidavidm code upstream merge cpp src arrow size ascii string summary addresssanitizer global buffer overflow lidavidm code upstream merge cpp src arrow util void char const sign char long int const shadow byte buggy address shadow byte legend shadow byte represent application byte addressable partially addressable heap leave redzone freed heap region stack leave redzone stack mid redzone stack right redzone stack return stack use scope global redzone global init order poison user container overflow array cookie intra object redzone asan internal leave alloca redzone right alloca redzone shadow gap fish job arrow compute vector terminate signal sigabrt abort noformat	['pull-request-available']	3	1	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13144764	ARROW	multipleclient test hdfs test fail trunk	fail locally code run arrow hdfs failure value actual false expect true code	['pull-request-available']	2	1	Resolved	21	['test', 'fail', 'run', 'pyarrow', 'cpp', 'error', 'return', 'add', 'support', 'file']
13249219	ARROW	write directly	initial refactoring task enable arrow write layer access internal implementation detail discussion	['pull-request-available']	3	1	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13361902	ARROW	expose originate fragment property scantask	generally useful debug trace scantasks remove explicit mapping michalursa arrow commit	['dataset', 'pull-request-available']	3	4	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13283027	ARROW	link test	unity build beneficial reduce number test executable file compile reduce build time	['pull-request-available']	4	4	Resolved	57	['test', 'error', 'add', 'file', 'cpp', 'run', 'support', 'return', 'package', 'pyarrow']
13241736	ARROW	add daily weekly valgrind build	daily weekly valgrind build ursa lab machine check sanity code base asan ubsan build travis cover	['pull-request-available']	4	5	Resolved	24	['add', 'error', 'fail', 'file', 'return', 'run', 'pyarrow', 'cpp', 'support', 'use']
13236874	ARROW	crossbow support writing submit job definition yaml file	similar fashion like archery benchmark require consume command output buildbot build step	['pull-request-available']	3	4	Resolved	33	['support', 'cpp', 'file', 'return', 'run', 'pyarrow', 'add', 'fail', 'test', 'use']
13168279	ARROW	python write parquet crash write listarray list	write listarray contain list parquet pyarrow crash minimal code snippet reproduce crash code java import pyarrow pyarrow import parquet array type table listarray non list issue disappear	['parquet', 'pull-request-available']	3	1	Resolved	73	['pyarrow', 'run', 'fail', 'add', 'return', 'support', 'cpp', 'test', 'file', 'error']
13434357	ARROW	document historicallog debug	bufferledger historicallog record stack trace event buffer life allocate incremente decremente reference count somewhat implementation detail information useful debugging especially track memory leak document suitable warning stack trace useful appear accidentally truncate log fix	['pull-request-available']	3	4	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13254506	ARROW	turn orc feature wheel building script	fail thrift appear	['nightly', 'pull-request-available', 'wheel']	1	1	Resolved	17	['fail', 'run', 'cpp', 'test', 'error', 'return', 'pyarrow', 'add', 'support', 'file']
13377637	ARROW	add variadic string join kernel	similar sql concat string array optional separator default string concatenate return string array example case input array separator input code array array foo bar push pop code return output code array foo bar push pop code accept scalar string recycle value	['pull-request-available']	3	2	Resolved	26	['package', 'return', 'pyarrow', 'test', 'add', 'run', 'type', 'use', 'error', 'fail']
13382163	ARROW	match needle haystack	noformat import pyarrow false true true noformat confirm pyarrow	['pull-request-available']	3	1	Resolved	73	['pyarrow', 'run', 'fail', 'add', 'return', 'support', 'cpp', 'test', 'file', 'error']
13249322	ARROW	unionarray invalid datum pass validation lead segfault	python create invalid unionarray code binary type value bind number child binary code conversion python lead segfault code segmentation fault core dump code hand explicit validation error code code validation raise error case validatevisitor unionarray call python api avoid create invalid array segfault	['pull-request-available']	3	1	Resolved	108	['error', 'test', 'support', 'add', 'return', 'run', 'pyarrow', 'cpp', 'use', 'file']
13322594	ARROW	port head method dataset scanner	add thing head method dataset nice expose python write relatively straightforward port assume	['dataset', 'pull-request-available']	3	4	Resolved	24	['add', 'error', 'fail', 'file', 'return', 'run', 'pyarrow', 'cpp', 'support', 'use']
13143795	ARROW	python consistent intuitive	thing bit odd frombuffer like instead	['pull-request-available']	3	4	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13149473	ARROW	glib travis failure	result failure glib build travis build apache arrow test test list def datum value data nil nil travis build apache arrow test test list new gem gem gobject lib gobject introspection block gem gem gobject lib gobject introspection block level gem gem gobject lib gobject introspection invoke error argumenterror argument nil travis build apache arrow test test struct child nil nil travis build apache arrow test test struct new gem gem gobject lib gobject introspection block gem gem gobject lib gobject introspection block level gem gem gobject lib gobject introspection invoke error argumenterror argument nil code	['ci-failure', 'pull-request-available']	3	1	Resolved	5	['test', 'error', 'add', 'support', 'return', 'run', 'pyarrow', 'cpp', 'use', 'file']
13303675	ARROW	window wheel	window wheel need fix release	['pull-request-available']	3	1	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13163376	ARROW	python experiment zero copy pickling	pep implementation ready pypi available backport add experimental support allow zero copy pickling arrow array column etc think mainly involve implement buffer class describe addition consumer api add pep arrow serialization layer avoid minimize copy serialize foreign object	['pull-request-available']	3	5	Resolved	24	['add', 'error', 'fail', 'file', 'return', 'run', 'pyarrow', 'cpp', 'support', 'use']
13183633	ARROW	python segfault list schema pass	code python datum schema schema schema code raise typeerror	['pull-request-available']	3	1	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13500873	ARROW	flightsql error parameter ordinal range execute prepared stmt param	hey get parameter ordinal range error try set parameter return avaticapreparedstatement repro open flightsql jdbc connection sql query contain param insert user values foo error throw bit dig try identify potential cause meta signature pass avaticapreparedstatement creation parameter list cause bound error call newsignature take sql query newsignature create signature list happen line pass param schema result newsignature let know help narrow help fix james	['pull-request-available']	3	1	Open	2	['error', 'return', 'add', 'run', 'pyarrow', 'support', 'cpp', 'fail', 'test', 'use']
13280609	ARROW	update generate flatbuffer file	field add reflect generate code	['pull-request-available']	3	3	Resolved	24	['add', 'error', 'fail', 'file', 'return', 'run', 'pyarrow', 'cpp', 'support', 'use']
13388466	ARROW	require gobject introspection later	need flight test	['pull-request-available']	3	4	Resolved	5	['test', 'error', 'add', 'support', 'return', 'run', 'pyarrow', 'cpp', 'use', 'file']
13255974	ARROW	flight fail osx python wheel build	example failure code generate dyld library load local opt gperftool lib referenced local cellar bin reason image find protoc gen grpc plugin kill signal src arrow flight error delete file src arrow flight src arrow flight cmakefiles error wait unfinished job code suggest disable flight wheel build	['pull-request-available']	1	4	Resolved	16	['error', 'return', 'fail', 'package', 'file', 'pyarrow', 'add', 'run', 'cpp', 'use']
13368402	ARROW	add regex string match kernel	basic kernel regular expression	['pull-request-available']	3	2	Resolved	24	['add', 'error', 'fail', 'file', 'return', 'run', 'pyarrow', 'cpp', 'support', 'use']
13185372	ARROW	use coarser grain dispatch simd hash function	way dispatch hash function remnant impala codebase check cpuinfo iteration debug builds static member cause non determinism relate static member lifetime report propose refactor cpuinfo singleton pattern handle simd non simd dispatch high level low level like hopefully issue away	['pull-request-available']	3	4	Resolved	34	['cpp', 'use', 'fail', 'error', 'run', 'return', 'pyarrow', 'add', 'support', 'file']
13450327	ARROW	xsimd miss vcpkg build minimal example system package	test build vcpkg win noformat find configuration file package xsimd compatible request version follow configuration file consider accept crossbow crossbow arrow cpp window share xsimd version stack recent include noformat example cpp minimal build static system dependency noformat cmake error provide project ask cmake find package configuration file provide xsimd cmake find find package configuration file provide xsimd request version following name add installation prefix xsimd set directory contain file xsimd provide separate development package sdk sure instal stack recent include noformat test depsource system noformat cmake error provide project ask cmake find package configuration file provide xsimd cmake find find package configuration file provide xsimd request version following name add installation prefix xsimd set directory contain file xsimd provide separate development package sdk sure instal stack recent include noformat	['pull-request-available']	3	4	Resolved	45	['file', 'package', 'add', 'cpp', 'error', 'test', 'run', 'support', 'return', 'use']
13208358	ARROW	file create fresh conda environment windows	code conda create arrow dev conda forge solving environment fail packagesnotfounderror follow package available current channel rsync nomkl current channel search alternate channel provide conda package look navigate use search bar page code linux macos specific dependency	['pull-request-available']	3	1	Resolved	28	['file', 'package', 'fail', 'add', 'return', 'run', 'pyarrow', 'cpp', 'support', 'use']
13288983	ARROW	listbuilder finish fail underlying value builder	reproduction code java include include include int main bug append return code output noformat invalid resize resize line note fix look capacity length	['pull-request-available']	3	1	Resolved	3	['return', 'error', 'cpp', 'type', 'use', 'fail', 'file', 'run', 'test', 'support']
13375466	ARROW	python pyarrow dependency numpy throw error apple silicon compilation	team unable install old numpy version include specify apache arrow blob master python requirement wheel apple silicon machine build process throw number numpy compilation error able successfully install numpy possible bump numpy acceptable version number enable apple silicon installation thank	['build-failure']	4	1	Closed	108	['error', 'test', 'support', 'add', 'return', 'run', 'pyarrow', 'cpp', 'use', 'file']
13322791	ARROW	python fail install	team attempt migrate workload blocker pyarrow fail install pip install pyarrow fail build wheel correctly resolve noformat system processor perform test perform test failed arrow build warning level production cmake error message unsupported arch flag noformat possible build work edit force end architecture elaborate logic need pick correct extension number item discuss past jira github issue range simple fix cmake script elaborate fix cross product arch detection able discern project wish proceed aw push arm base instance heavily point advocate pick direction influx new issue	['pull-request-available']	3	1	Resolved	21	['test', 'fail', 'run', 'pyarrow', 'cpp', 'error', 'return', 'add', 'support', 'file']
13248880	ARROW	double close response stream	doput java double close metadata response stream service implementation send error channel flight implementation unconditionally try complete stream violate grpc semantic error completion send	['pull-request-available']	3	1	Resolved	108	['error', 'test', 'support', 'add', 'return', 'run', 'pyarrow', 'cpp', 'use', 'file']
13378193	ARROW	fix argument conda windows build	azure conda win azure conda win azure conda win azure conda win affect new error error get unexpected extra argument cpp	['pull-request-available']	3	3	Resolved	108	['error', 'test', 'support', 'add', 'return', 'run', 'pyarrow', 'cpp', 'use', 'file']
13159777	ARROW	python segmentation fault write listtype column parquet	context following currently deal sparse column serialization parquet case line column contain list get segmentation fault try write parquet those column fill list simple code snipet reproduce segmentation fault noformat import pyarrow import table table table segmentation fault noformat fix best jacques	['parquet', 'pull-request-available']	3	1	Resolved	73	['pyarrow', 'run', 'fail', 'add', 'return', 'support', 'cpp', 'test', 'file', 'error']
13188933	ARROW	add option csv reader dictionary encode individual column string binary column	dataset dictionary encode result drastically low memory usage subsequently well performance analytic difficulty dictionary encoding multithreaded conversion ideally end dictionary end option implement concurrent hashing scheme low cardinality dictionary overhead associate mutex contention meaningful high cardinality problem hash chunk separately normalize end guess crude concurrent hash table mutex protect mutation resize go outperform	['csv', 'dataset', 'pull-request-available']	3	2	Resolved	24	['add', 'error', 'fail', 'file', 'return', 'run', 'pyarrow', 'cpp', 'support', 'use']
13296666	ARROW	maybe initialize parquet writer	rtools build code building cxx object src parquet cmakefile file include arrow arrow cpp src arrow arrow arrow cpp src arrow arrow arrow cpp src parquet arrow arrow cpp src parquet arrow arrow arrow cpp src parquet arrow arrow arrow cpp src arrow member function virtual arrow arrow cpp src arrow warn uninitialized function uninitialized auto rexpr arrow arrow cpp src parquet arrow note declare bool code default value idk simple	['pull-request-available']	4	1	Resolved	58	['cpp', 'file', 'support', 'return', 'run', 'pyarrow', 'add', 'fail', 'test', 'use']
13188437	ARROW	python dictionary bind index create dictionaryarray pandas nan	minimal reproducer code python import panda import pyarrow code	['pull-request-available']	3	1	Resolved	73	['pyarrow', 'run', 'fail', 'add', 'return', 'support', 'cpp', 'test', 'file', 'error']
13382295	ARROW	gets stick infinite loop cause oom value fit single chunk	apology duplicate find relate create arrow table python api follow code run memory available resource box ram happen pyarrow run code pyarrow memory usage reach like appropriate ballpark table size code generate table single string column row string character long sure issue python related try replicate api code python import string import numpy import pyarrow alphabet col col table col code	['pull-request-available']	3	1	Resolved	73	['pyarrow', 'run', 'fail', 'add', 'return', 'support', 'cpp', 'test', 'file', 'error']
13346706	ARROW	read json list result invalid non nullable null type	arrow convert json parquet occasionally list json read json arrow table write parquet currently fail notice issue arrow code happen python minimal repro foo import import produce traceback recent file line env lib site package pyarrow line parquetwriter file env lib site package pyarrow line init parquet parquetwriter file line file pyarrow line arrowinvalid nulltype arrow field nullable	['json', 'pull-request-available']	3	1	Resolved	8	['pyarrow', 'package', 'file', 'type', 'error', 'return', 'fail', 'run', 'cpp', 'use']
13402386	ARROW	add function	arrow library tdigest kernel return array list binding find approximate median output difficult work nice create kernel wrap produce scalar output array group	['kernel', 'pull-request-available']	2	4	Resolved	3	['return', 'error', 'cpp', 'type', 'use', 'fail', 'file', 'run', 'test', 'support']
13220564	ARROW	incorrect dependency lead ninja evaluate step unnecessarily subsequent call	sure root cause step executing code ninja bin ccache bin wesm code arrow cpp build prefix src wesm cpp toolchain include src install include prefix src hadoop include install include wesm cpp toolchain include thrift wesm miniconda envs lib site package numpy core include wesm miniconda envs include noexcept type color unused variable omit frame pointer src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles arrow python bin ccache wesm miniconda envs bin cmake remove release bin ccache bin release src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles bin ccache bin ranlib release bin ccache bin noexcept type color unused variable omit frame pointer release src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles src arrow python cmakefiles wesm code arrow cpp build wesm cpp toolchain lib release release prefix src wesm cpp toolchain lib wesm cpp toolchain lib wesm cpp toolchain lib wesm cpp toolchain lib wesm cpp toolchain lib wesm cpp toolchain lib wesm cpp toolchain lib wesm miniconda envs bin cmake release release release bin ccache bin noexcept type color unused variable omit frame pointer src arrow python cmakefiles arrow python python release arrow python test wesm code arrow cpp build wesm miniconda envs wesm cpp toolchain lib release release release wesm miniconda envs lib release wesm cpp toolchain lib wesm cpp toolchain lib wesm cpp toolchain lib wesm cpp toolchain lib wesm cpp toolchain lib wesm cpp toolchain lib release prefix src wesm cpp toolchain lib wesm cpp toolchain lib code	['pull-request-available']	3	1	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13130737	ARROW	python test pandas master	see recently lot breakage pandas master annoyance user break build instead chain need add entry matrix run test pandas master run successfully	['pull-request-available']	3	4	Resolved	88	['test', 'run', 'add', 'support', 'return', 'pyarrow', 'cpp', 'fail', 'use', 'file']
13109566	ARROW	python use	addition make implementation simple benefit multithreaded conversion fast write speed	['pull-request-available']	3	4	Resolved	34	['cpp', 'use', 'fail', 'error', 'run', 'return', 'pyarrow', 'add', 'support', 'file']
13310682	ARROW	allow set grpc client option	way set generic grpc option useful tune behavior round robin load balancing bind grpc allow set argument generic string string string integer pair expose leave interpretation implementation dependent	['pull-request-available']	3	4	Resolved	68	['cpp', 'error', 'type', 'return', 'test', 'package', 'run', 'use', 'file', 'fail']
13182422	ARROW	packaging fix break nightly package build introduce recent cmake change orc test		['pull-request-available']	3	3	Resolved	41	['package', 'return', 'test', 'pyarrow', 'add', 'run', 'type', 'use', 'error', 'fail']
13407977	ARROW	add example register grpc service flight server	application want use grpc conjunction flight benefit grpc tooling fairly straightforward java possible python possible grpc need demonstration good cookbook example	['pull-request-available']	3	4	Resolved	34	['cpp', 'use', 'fail', 'error', 'run', 'return', 'pyarrow', 'add', 'support', 'file']
