id	project_name	processed_title	processed_description	processed_labels	priority_id	type_id	status_name	topic_id	top_terms
13437271	HUDI	automatically enable inprocesslockprovider lazy rollback spark datasoruce write compaction config set mor	add fix hudi automatically detect async table service enable lock provider configure automatically enable inprocesslockprovider occ lazy rollback pre requisite enable metadata table fix work cow clustering mor tricky explicit check condition auto enable table type mor compaction async enable inprocesslockprovider bcoz cow compaction mor compaction enable question inline async work user explicitly set compaction config code java uuid partitionpath tablename code clearly detect inline enable inprocesslockprovi auto detection work deltastreamer code path clearly detect compaction inline async inline deltastreamer explicitly set true tricky spark datasource user skip compaction config altogether auto detect inline ahead enable inprocesslockprovider addition occ lazy rollback behavior change simple single writer come code java uuid partitionpath tablename code reason code default value false deduce compaction async user explicitly set find way fix production pipeline likely write compaction config set compaction config set write lets try maintain behavior	['pull-request-available']	1	1	Closed	13	['set', 'query', 'enable', 'config', 'read', 'write', 'add', 'test', 'path', 'run']
13525107	HUDI	fix async indexer metadata writer avoid eager rollback cleaning	async indexer metadata writer configure use lazy fail write cleaning policy logic potentially roll delta commit regular metadata writer heartbeat disabled regular mdt write fail write cleaning go rollback commit regardless need fix async indexer metadata writer touch delta commit mdt cause follow test flaky code java error test run failure error skip time elapse failure testhoodiedeltastreamer error time elapse error executionexception runtimeexception hoodieexception method cause runtimeexception hoodieexception cause hoodieexception hoodieexception cause executionexception hoodieexception cause hoodieexception cause illegalargumentexception code	['pull-request-available']	2	1	Closed	10	['cause', 'time', 'read', 'type', 'update', 'commit', 'log', 'use', 'config', 'support']
13582603	HUDI	use typedproperties store spillable map config reader	take param reader store typedproperties pass	['pull-request-available']	3	4	Closed	5	['write', 'config', 'partition', 'support', 'add', 'path', 'need', 'use', 'record', 'metadata']
13538616	HUDI	sql insert default bulk insert	insert mainly append workflow well box experience default bulk insert case ctas merge usually update	['pull-request-available']	3	4	Closed	1	['metadata', 'issue', 'case', 'partition', 'base', 'path', 'datum', 'read', 'use', 'create']
13524275	HUDI	allow lazy rollback async indexer commit	fix async indexer fail eager rollback metadata table temporary solution little invovled clean fix apply eager rollback regular delta commit deduce delta commit hoodieindexer employ lazy clean heartbeat	['pull-request-available']	1	1	Closed	4	['commit', 'run', 'update', 'time', 'need', 'base', 'cause', 'partition', 'issue', 'write']
13515672	HUDI	optimize timeline loading hudi sync client	hudi archive timeline load metastore sync process sync time give archived timeline cache inside meta client start instant time give cause performance issue read timeout cloud storage rate limiting request load archived timeline storage archived timeline huge hundred log file archive folder	['pull-request-available']	1	4	Closed	10	['cause', 'time', 'read', 'type', 'update', 'commit', 'log', 'use', 'config', 'support']
13557219	HUDI	support read log file file group reader base spark parquet file format	hoodiefilegroupreaderbasedparquetfileformat read log file slice support fix code java todo use filegroupreader throw new support read log file code	['pull-request-available']	1	4	Closed	0	['type', 'support', 'base', 'record', 'time', 'read', 'enable', 'new', 'use', 'log']
13421199	HUDI	rebase hive fileinputformat abstracthoodietablefileindex	multiple control flow require accurate mapping start leverage abstracthoodietablefileindex snapshot query mode incremental query mode task focus rebase snapshot mode	['pull-request-available']	1	4	Closed	13	['set', 'query', 'enable', 'config', 'read', 'write', 'add', 'test', 'path', 'run']
13413244	HUDI	sure usage component thread safe	dateformat base class inherently thread safe need sure concurrency control threadlocals lock access bite	['pull-request-available']	3	1	Closed	0	['type', 'support', 'base', 'record', 'time', 'read', 'enable', 'new', 'use', 'log']
13588895	HUDI	rid separate reader instance cdc reader	use exist spark reader instead create separate cdc reader	['pull-request-available']	3	4	Closed	12	['record', 'read', 'use', 'base', 'create', 'datum', 'query', 'time', 'set', 'currently']
13425982	HUDI	investigate fix hive query validation integ test suite	hive query validation work integ test suite framework investigate fix	['user-support-issues']	2	3	Closed	6	['test', 'metadata', 'partition', 'path', 'commit', 'cause', 'record', 'query', 'run', 'update']
13571781	HUDI	schemaprovider deduce deltastreamer scenario	couple case schema cause stream failure bad table state	['pull-request-available']	3	1	Closed	10	['cause', 'time', 'read', 'type', 'update', 'commit', 'log', 'use', 'config', 'support']
13596563	HUDI	datum skip work rli record key composite	datum skip rli work column primary key work primary key multiple column code reproduce import column datum insert uuid rider city true insert data rider rider read query scan file use code uuid city true insert data key read work expect	['pull-request-available']	1	1	Patch Available	12	['record', 'read', 'use', 'base', 'create', 'datum', 'query', 'time', 'set', 'currently']
13411818	HUDI	illegalargexception timeline server serve getlastestbasefile multi writer	concurrent write try ingest hudi occasionally run illegalargumentexception exception see actual write succeed happen understanding let table late commit try commit try try non overlapping expect succeed start switch writer trigger go fine succeed timeline got instantiate late snapshot receive getlatestbasefile request late commit throw exception similar issue happend code java scala type zookeeperbasedlockprovider tablename warn commit time warn embeddedtimelineservice start embed timeline server stage error requesthandler get runtime exception servicing request partition illegalargumentexception know instant client server follow timeline warn exceptionmapper uncaught exception illegalargumentexception know instant client server follow timeline error prioritybasedfilesystemview get error run preferred function try secondary hoodieremoteexception server error cause httpresponseexception server error error requesthandler get runtime exception servicing request partition illegalargumentexception know instant client server follow timeline warn exceptionmapper uncaught exception illegalargumentexception know instant client server follow timeline error prioritybasedfilesystemview get error run preferred function try secondary hoodieremoteexception server error cause httpresponseexception server error error requesthandler get runtime exception servicing request partition illegalargumentexception know instant client server follow timeline warn exceptionmapper uncaught exception illegalargumentexception know instant client server follow timeline error prioritybasedfilesystemview get error run preferred function try secondary hoodieremoteexception server error cause httpresponseexception server error error requesthandler get runtime exception servicing request partition illegalargumentexception know instant client server follow timeline warn exceptionmapper uncaught exception illegalargumentexception know instant client server follow timeline error prioritybasedfilesystemview get error run preferred function try secondary hoodieremoteexception server error cause httpresponseexception server error stage code screen shot screen shot screen shot screen shot	['pull-request-available']	2	3	Closed	4	['commit', 'run', 'update', 'time', 'need', 'base', 'cause', 'partition', 'issue', 'write']
13483551	HUDI	cleaner clean file touch cluster	integration long running test cleaner clustering sep test start fail reason cluster kick find data file cluster look like cleaner clean	['pull-request-available']	1	1	Closed	6	['test', 'metadata', 'partition', 'path', 'commit', 'cause', 'record', 'query', 'run', 'update']
13411277	HUDI	validate metadata config reader	validate metadata config reader ensure default false metadata enable enable ensure metadata table file listing	['pull-request-available']	1	3	Resolved	8	['metadata', 'path', 'commit', 'datum', 'run', 'add', 'base', 'create', 'enable', 'test']
13430370	HUDI	mor compaction archive setting prevent metadata table compaction	mor table setting specify number delta commit compaction take place similarly setting control archiving instant set deltacommit accumulate folder compaction kick prevent metadata table compaction	['pull-request-available']	1	1	Closed	8	['metadata', 'path', 'commit', 'datum', 'run', 'add', 'base', 'create', 'enable', 'test']
13221944	HUDI	csv source support hudi delta streamer	deltastreamer support pull csv datum source hdfs log files kafka ticket provide support csv source	['pull-request-available']	3	4	Resolved	0	['type', 'support', 'base', 'record', 'time', 'read', 'enable', 'new', 'use', 'log']
13522854	HUDI	fix hoodieprunefilesourcepartition miss list non partitioned table	result table having incorrectly interpret spark byte cbo analysis	['pull-request-available']	1	1	Closed	6	['test', 'metadata', 'partition', 'path', 'commit', 'cause', 'record', 'query', 'run', 'update']
13524905	HUDI	early conflict detection update date	config class naming new implementation detail	['pull-request-available']	3	4	Closed	13	['set', 'query', 'enable', 'config', 'read', 'write', 'add', 'test', 'path', 'run']
13594733	HUDI	improve functional index test	testfunctionalindex currently cover follow index initialization drop cow mor index enable disable cow index non partitioned table hive sync mor upsert initialization cow mor need ensure cover follow case insert record validate update validate update reflect repeat update validate stat mor trigger compaction validate trigger cluster validate stat mor let trigger cluster compaction compaction ensure stat available replaced file group insert record update delete subset record impact min max value validate lets add test async compaction validate log file add new phantom file slice stat intact let test non partitioned table lets trigger rollback validate insert update partially fail validate stat pertiane insert reflect trigger rollback validate retry update stat reflect stat update record let add long running test commit aggressive clean archival sanity enable kind index exist sanity test good let test write operation insert upsert delete add test non partitioned dataset unmerged log record reading flow	['pull-request-available']	1	3	In Progress	6	['test', 'metadata', 'partition', 'path', 'commit', 'cause', 'record', 'query', 'run', 'update']
13429410	HUDI	refactor spark relations avoid code duplication	currently great deal duplication cow mor implementation spark relations lead necessity replicate fix multiple time case	['pull-request-available']	1	1	Closed	1	['metadata', 'issue', 'case', 'partition', 'base', 'path', 'datum', 'read', 'use', 'create']
13577755	HUDI	initialize index parallel instead compute type type		['hudi-1.0.0-beta2']	2	3	Open	11	['type', 'record', 'support', 'set', 'create', 'write', 'issue', 'base', 'test', 'partition']
13484030	HUDI	shade jol bundle	bundle shade hudi aws bundle hudi datahub sync bundle hudi gcp bundle hudi timeline server bundle hudi utility slim bundle	['pull-request-available']	1	1	Closed	6	['test', 'metadata', 'partition', 'path', 'commit', 'cause', 'record', 'query', 'run', 'update']
13258679	HUDI	translate documentation performance page	translate page chinese	['pull-request-available']	3	7	Closed	6	['test', 'metadata', 'partition', 'path', 'commit', 'cause', 'record', 'query', 'run', 'update']
13549760	HUDI	multiple base file format file group	ability mix different type base file single table single file group image json vector	['pull-request-available']	3	3	Closed	0	['type', 'support', 'base', 'record', 'time', 'read', 'enable', 'new', 'use', 'log']
13539310	HUDI	add doc spark support	doc update	['pull-request-available']	3	4	Closed	2	['test', 'run', 'add', 'cause', 'support', 'use', 'time', 'base', 'commit', 'query']
13588647	HUDI	add host storage info pass hive reader	hive reader use map right kinda messy break assumption reader context instead pass storage info	['pull-request-available']	3	2	Closed	2	['test', 'run', 'add', 'cause', 'support', 'use', 'time', 'base', 'commit', 'query']
13522991	HUDI	spark sql list hudi table sql operation	currently dml operation spark sql hudi invoke prior spark essentially follow invalidating relation cache force time relation resolve create new fileindex list file etc trigger cascade invalidation caching cache datum cachemanager spark additionally table previously temporary view entail table list trigger costly operation revert precede behavior spark	['pull-request-available']	1	1	Open	12	['record', 'read', 'use', 'base', 'create', 'datum', 'query', 'time', 'set', 'currently']
13572467	HUDI	fix hoodiemetadatapayload merge logic repeat delete	repeat duplicate delete partition file list file partition mdt current hoodiemetadatapayload merge logic drop deletion cause file delete file system suppose delete mdt file listing leave mdt following logic code java private map previousrecord map combinedfileinfo new hashmap add file list previous record null second merge file list new record filesystemmetadata null filesystemmetadata fileinfo fileinfo oldfileinfo newfileinfo null new false code concrete example bug cause ingestion fail datum file file group replace cluster data file file system mdt file listing clean plan generate delete datum file clean plan execute time fail commit spark job shutdown ingestion continue succeed clean plan generate contain data file file group delete clean plan successfully execute incur deletion file list metadata payload add log file mdt code java hoodiemetadatapayload key partition files code second clean plan successfully execute incur deletion file list metadata payload contain data file delete add subsequent log file file slice mdt code java hoodiemetadatapayload key partition files code replacecommit correspond clustering archive cleaner delete replace file group read mdt mdt compaction happen merging metadata payload identical delete lead deletion data file delete partition file list mdt expect behavior data file deletion field code java hoodiemetadatapayload key partition files code time upsert indexing delete data file serve file system view base mdt data file find file system cause ingestion fail	['pull-request-available']	1	1	Closed	9	['partition', 'log', 'metadata', 'time', 'read', 'commit', 'path', 'datum', 'issue', 'new']
13449886	HUDI	fix memory hoodiedata implementation operate lazily	currently hoodielistdata hoodiemappairdata operate eagerly payload mean transformation immediately apply follow performance drawback execute transformation regardless sequence require potentially waste bit compute cause oom sequence potentially large available memory caller rely assumption perform stream processing instead rebase hold internally provide semantic close spark rdd container	['pull-request-available']	1	1	Closed	10	['cause', 'time', 'read', 'type', 'update', 'commit', 'log', 'use', 'config', 'support']
13442034	HUDI	classnotfoundexception hudi spark bundle write table hbase index	run spark job encounter classnotfoundexception spark version scala version code java noclassdeffounderror org apache hudi org apache hadoop hbase protobuf generate code include hbase protocol packaging hudi spark bundle solve error code java classnotfoundexception gsonbuilder code include hbase shaded gson packaging hudi spark bundle solve error code java classnotfoundexception class find code configuration code java implementation status listener multicast message code set hbase configureation classnotfoundexception resolve exception code java retriesexhaustedexception fail exception connectionclosedexception address fail local exception connectionclosedexception connection close cause connectionclosedexception address fail local exception connectionclosedexception connection close cause connectionclosedexception connection close remove relocation relate hbase packaging hudi spark bundle job succeed check debug log idea reason connectionclosedexception occur use relocation	['pull-request-available']	2	1	Closed	10	['cause', 'time', 'read', 'type', 'update', 'commit', 'log', 'use', 'config', 'support']
13559416	HUDI	fix operation type bulk insert row writer hudi streamer	code java operationtype null code operationtype null commit metadata bulk insert operation row writer enable hudi streamer true	['pull-request-available']	1	1	Closed	7	['commit', 'metadata', 'cause', 'issue', 'enable', 'query', 'test', 'update', 'set', 'read']
13484458	HUDI	bundle combination testing cover	cover spark bundle utility bundle utility slim bundle	['pull-request-available']	3	6	Closed	6	['test', 'metadata', 'partition', 'path', 'commit', 'cause', 'record', 'query', 'run', 'update']
13476605	HUDI	support ingest apache pulsar deltastreamer	currently ingest pulsar native pulsar spark connector ingest spark subsequently use hudi spark integration write great match support pulsar deltastreamer source	['pull-request-available']	1	2	Closed	5	['write', 'config', 'partition', 'support', 'add', 'path', 'need', 'use', 'record', 'metadata']
13429357	HUDI	fix partition code path logrecordscanner	partition require metadata table read enable virtual key metadata chase code path logrecordscanner usage ensure partition set builder check apache hudi patch example fix	['pull-request-available']	1	3	Closed	9	['partition', 'log', 'metadata', 'time', 'read', 'commit', 'path', 'datum', 'issue', 'new']
13420201	HUDI	fix partitions command result drop partition	add partition drop partition partition query result expected result	['pull-request-available', 'user-support-issues']	1	1	Closed	6	['test', 'metadata', 'partition', 'path', 'commit', 'cause', 'record', 'query', 'run', 'update']
13550763	HUDI	update sql pages	update	['pull-request-available']	3	4	Closed	4	['commit', 'run', 'update', 'time', 'need', 'base', 'cause', 'partition', 'issue', 'write']
13425761	HUDI	ignore non existant temp marker dir commit downgrade table version	downgrade commit marker directory exception throw silently ignore code interest twotoonedowngradehandler code java private void string commitinstanttime hoodietable table hoodieenginecontext context int parallelism throw ioexception string markerdir filesystem filesystem option markertypeoption markerdir switch case read marker write timeline server map markersmap markerdir filesystem context parallelism directwritemarker directwritemarker new commitinstanttime recreate marker direct format delete marker type file markerdir delete timeline server base marker markerdir filesystem parallelism break default throw new marker type support rollback case partial failure downgrade chance marker type file delete timeline server base marker file leave delete markerdir filesystem parallelism code block code java private void context string markerdir filesystem filesystem int parallelism throw ioexception delete timeline base marker file predicate prefixfilter filestatus filesystem new parallelism prefixfilter pairofsubpathandconf false code fix block snippet deletetimelinebasedmarkerfile marker dir commit exist	['pull-request-available']	3	3	Closed	3	['new', 'record', 'read', 'partition', 'commit', 'base', 'metadata', 'type', 'add', 'use']
13583571	HUDI	add hudi cli bundle scala	build hudi cli bundle succeed scala work spark scala	['pull-request-available']	3	2	Closed	2	['test', 'run', 'add', 'cause', 'support', 'use', 'time', 'base', 'commit', 'query']
13432084	HUDI	task fail serialize concurrentmodificationexception	occasionally test observe fail concurrentmodificationexception iterate map serialize spark closure serialization particular case test procedure table testcallprocedure fail code java test procedure table failed completionexception sparkexception task serializable cause sparkexception task serializable cause concurrentmodificationexception source code	['pull-request-available']	1	1	Closed	6	['test', 'metadata', 'partition', 'path', 'commit', 'cause', 'record', 'query', 'run', 'update']
13575634	HUDI	spark write hudi table contain array type create flink	flink create hudi table contain array field element default array field nullable spark sql read datum hive table hudi table field verification exception occur code java info unresolvedexception invalid datatype unresolved object tree info info info info info info info info info info info info info code	['pull-request-available']	2	1	Closed	11	['type', 'record', 'support', 'set', 'create', 'write', 'issue', 'base', 'test', 'partition']
13446364	HUDI	rfc new table api proposal query engine integration	document api	['pull-request-available']	1	3	Patch Available	13	['set', 'query', 'enable', 'config', 'read', 'write', 'add', 'test', 'path', 'run']
13480572	HUDI	fix hudi bundle require classpath	address erroneously rebase hudi api module impression api module advertise turn case actual bridge implementation require provide classpath require dependency version spark method classnotfoundexception logmanager code	['pull-request-available']	1	1	Closed	1	['metadata', 'issue', 'case', 'partition', 'base', 'path', 'datum', 'read', 'use', 'create']
