id	project_name	assignee_id	processed_title	processed_description	processed_labels	priority_id	type_id	status_name
13587934	SPARK	3855	fix date	apache spark drop java support fix following code build push base image tag build push base image tag code apache spark require jdk instead jre fix following code jre build build code lastly old release april well use code kubernete dockerfile spark binding python dockerfile build kubernete dockerfile spark binding python dockerfile build code	['pull-request-available']	3	7	Resolved
13550775	SPARK	3855	support	like issue aim add	['pull-request-available']	3	7	Resolved
13548259	SPARK	3855	upgrade ivy		['pull-request-available']	3	7	Resolved
13544252	SPARK	3855	use late minikube	minikube minikube	['pull-request-available']	3	7	Resolved
13557406	SPARK	3855	revisit improve spark standalone cluster	spark standalone cluster support long time resource manager apache spark revisit layer spark standalone cluster long running subsystem inside environment spark master worker history server web layer spark master recovery layer spark master rest api layer include cluster utilization monitoring spark job scheduling layer spark worker management expose cluster utilization monitoring elastic cluster management spark master worker dependency classpath audit security documentation	['releasenotes']	2	15	Resolved
13578107	SPARK	3855	support env variable	issue aim support env variable provide easy migration	['pull-request-available']	4	7	Resolved
13578217	SPARK	3855	disable flaky tag test	master master	['pull-request-available']	3	7	Resolved
13569450	SPARK	3855	update maven ci	need skip newly release apache spark remove remove	['pull-request-available']	3	7	Resolved
13550455	SPARK	3855	remove usage	code java openjdk version openjdk runtime environment build openjdk bit server build mixed mode sharing max bin bin spark sql cli option exception thread main unsupportedoperationexception security manager deprecated remove future release code	['pull-request-available']	3	7	Resolved
13558309	SPARK	3855	document configuration	currently configuration undocumente code java git grep core src main scala org apache spark internal config val core src main scala org apache spark internal config val core src main scala org apache spark internal config val core src main scala org apache spark internal config val core src main scala org apache spark internal config core src main scala org apache spark internal config code	['pull-request-available']	3	7	Resolved
13568204	SPARK	3855	upgrade aircompressor	aircompressor transitive dependency apache orc parquet aircompressor report follow bug fix recently fix bound read write snappy airlift aircompressor commit fix zstdoutputstream corruption double airlift aircompressor commit	['pull-request-available']	3	7	Resolved
13514259	SPARK	3855	dynamic allocation	kubernetes environment issue aim dynamic allocation apache spark	['releasenotes']	3	14	Resolved
13548438	SPARK	3855	fix release file correct information docker image	code docker run apache spark late spark release spark spark jun spark release docker run apache spark spark release tail root root feb spark release code	['pull-request-available']	3	7	Resolved
13589266	SPARK	3855	reduce spark operator fat jar size exclude dependency	issue aim reduce operator fat jar size reduction code spark operator build libs spark kubernete dongjoon staff aug spark operator build libs spark kubernete code code spark operator build libs spark kubernete dongjoon staff aug spark operator build libs spark kubernete code	['pull-request-available']	3	7	Resolved
13558542	SPARK	3855	upgrade protobuf java match protobuf	code code code code	['pull-request-available']	3	7	Resolved
13573258	SPARK	3855	set	suppress like code warn configurationhelper option low set instead code	['pull-request-available']	3	7	Resolved
13290548	SPARK	3855	upgrade netty	upgrade version cgi bin	['security']	3	1	Resolved
13588222	SPARK	3855	increase gradle jvm memory like spark repo	code java task spark operator compiletestjava note dongjoon apache spark kubernete operator spark operator src test java org apache spark operator metric healthcheck use override deprecated api note recompile deprecation detail note input file use unchecked unsafe operation note recompile unchecked detail openjdk bit server warning codecache compiler disable codecache compiler disable openjdk bit server warning try increase code cache size try increase code cache size codecache bound compilation disabled contiguous free space leave code	['pull-request-available']	3	7	Resolved
13590335	SPARK	3855	fix prevent small value	default value usually small value like happen user mistake forget add unit	['pull-request-available']	3	7	Resolved
13537904	SPARK	3855	build run spark java	scala soon	['releasenotes']	3	2	Resolved
13596658	SPARK	3855	upgrade pypy	drop	['pull-request-available']	3	7	Resolved
13572473	SPARK	3855	exclude logback dependency sbt like maven	code build mvn dependency tree core grep logback mvn path homebrew bin mvn localhost code code build sbt core test dependencytree grep logback localhost info logback info logback info logback info logback info logback info logback info logback info logback info logback code	['pull-request-available']	3	7	Resolved
12980698	SPARK	3855	vectorized orc reader	currently orc reader spark sql support vectorize reading hive orc support vectorization add support improve orc read performance	['release-notes', 'releasenotes']	3	2	Resolved
13565179	SPARK	3855	use default orc compression datum source benchmark	code git grep orccompressioncodec grep benchmark sql core src test scala org apache spark sql execution benchmark import orccompressioncodec sql core src test scala org apache spark sql execution benchmark orccompressioncodec sql core src test scala org apache spark sql execution benchmark import orccompressioncodec sql core src test scala org apache spark sql execution benchmark orccompressioncodec sql core src test scala org apache spark sql execution benchmark import orccompressioncodec sql core src test scala org apache spark sql execution benchmark orccompressioncodec code	['pull-request-available']	3	7	Resolved
13449847	SPARK	3855	support environment	spark fully work pure environment umbrella jira track support pure deployment scope jira include ancient resource manager like spark apache spark support hadoop go focus spark standalone dual stack feature reach stable stage alpha beta stable currently eks support	['releasenotes']	3	2	Resolved
13588540	SPARK	3855	redact spark command output launcher module	launcher module show spark command redaction spark cluster suppose secure environment collect centralized log system need proper redaction like launch command output code java true jwsfilter sbin start start master log dongjoon apache spark release bin log spark dongjoon spark command bin java dongjoon apache spark release bin dongjoon apache spark release bin jar dongjoon apache spark release bin true jwsfilter master port code	['pull-request-available']	2	7	Resolved
12975343	SPARK	3855	prevent saving column partitioning	save dataset storage partitionby provide easy way construct directory structure user choose column partition column exception occur orc analysisexception future read schema inference failure parquet invalidschemaexception write execution parquet limitation following example orc column partitioning code scala datum scala analysisexception unable infer schema orc datum specify manually code parquet column partitioning code scala data stage error util abort task invalidschemaexception group type parquet support group leave group lot error message code format like json support column partitioning problem good idea lot directory issue prevent consistently raise analysisexception save	['releasenotes']	3	1	Resolved
13577816	SPARK	3855	mypy executable parameter	assume dev lint python like following true need use mypy parameter sure code mypy executable package file python python pyspark mypy package file python python pyspark mypy package file python python pyspark code	['pull-request-available']	3	7	Resolved
13543642	SPARK	3855	use ansi sql mode default	avoid data issue	['pull-request-available']	3	7	Resolved
13589140	SPARK	3855	improve gradlew support curl wget	curl exist docker image like following code docker run alpine jdk line curl find error find load main class gradlewrappermain cause classnotfoundexception gradlewrappermain code	['pull-request-available']	3	7	Resolved
13558474	SPARK	3855	improve python language test coverage	umbrella jira aim improve apache spark test coverage python language version pyspark spark connect python client	['releasenotes']	3	14	Resolved
13561452	SPARK	3855	support readyz rest submission api	like need provide api workaround use following code readinessprobe exec command curl submission status grep standby code	['pull-request-available']	3	7	Resolved
13568690	SPARK	3855	upgrade maven plugin late version	version maven plugin maven enforcer plugin maven compiler plugin maven surefire plugin maven clean plugin maven javadoc plugin maven shade plugin maven dependency plugin maven checkstyle plugin	['pull-request-available']	4	7	Resolved
13582431	SPARK	3855	upgrade google java format	issue aim upgrade google java format plugin spark kubernetes operator repository bring late bug fix like following late version recommend code exception google java format currently outdate google java format recommend version fix problem google java format require jvm code	['pull-request-available']	3	4	Resolved
13528567	SPARK	3855	customize scheduler	apache spark support customize scheduler issue aim announce customize scheduler apache spark	['releasenotes']	3	14	Resolved
13050171	SPARK	3855	string literal escape perform hive metastore level partition pruning	escape string literal generate hive style partition predicate follow sql injection like test case illustrate issue code seq checkanswer code test case fail like noformat info failed second millisecond info result match query info timezone true america true info timezone env info info parsed logical plan info project info filter info subqueryalias info parquet info info analyzed logical plan info int info project info filter info subqueryalias info parquet info info optimize logical plan info project info filter info parquet info info physical plan info project info filescan parquet batched true format parquet location prunedinmemoryfileindex partitioncount partitionfilters pushedfilter readschema struct info result info info result info correct answer spark answer info struct struct info noformat	['correctness']	3	1	Resolved
13354105	SPARK	3855	parquet table change precision scale decimal type hive spark read incorrect value	hive code create table store parquet insert select alter table change amt amt code spark code select code code amt code	['correctness']	1	1	Resolved
12908636	SPARK	3855	replace example code	similar example code	['starter']	3	7	Resolved
13588912	SPARK	3855	add opencontainers annotation docker image	code java docker inspect apache label ubuntu code code java bin docker image build docker inspect spark label apache spark project apache spark scala java image code	['pull-request-available']	4	7	Resolved
13569711	SPARK	3855	fix sql use resetsystempropertie kafkatestutils		['pull-request-available']	3	7	Resolved
13485448	SPARK	3855	pass pandas udf test java	case core hive thriftserver fail reason example code java failed expect get result match query select values code code java failed expect get result match query select values failed expect get result match query select	['pull-request-available']	3	7	Resolved
13578004	SPARK	3855	run maven build test java macos apple silicon	java macos fast maven test cover java apple silicon use case screenshot	['pull-request-available']	3	7	Resolved
13578021	SPARK	3855	use python pyspark test	python fast python average measure speedup standard benchmark suite	['pull-request-available']	3	7	Resolved
13024315	SPARK	3855	spark sql catalyst scan undesired column	left join table catalyst information projection require table require column scan code snippet explain scenario scala val dfa mohit rulea dfa dataframe aid int aval string scala val dfb mohit ruleb dfb dataframe bid int bval string scala scala scala left join physical plan project filter broadcasthashouterjoin leftouter scan inputpaths mohit rulea scan inputpaths mohit ruleb water example production issue huge performance impact external reference	['performance']	3	1	Resolved
13592297	SPARK	3855	support sparksubmitargument	allow user control default master set testing documentation generation local code java bin pyspark python main jun clang darwin type help copyright credit license information warning incubator module spark default profile org apache spark pattern layout set default log level warn adjust log level use sparkr use warn nativecodeloader unable load native hadoop library platform builtin java class applicable welcome version snapshot python version main jun spark context web available spark context available master local app sparksession available spark code code java bin pyspark note pick python main jun clang darwin type help copyright credit license information note pick note pick warning incubator module spark default profile org apache spark pattern layout set default log level warn adjust log level use sparkr use warn nativecodeloader unable load native hadoop library platform builtin java class applicable welcome version snapshot python version main jun spark context web available spark context available master app sparksession available spark code	['pull-request-available']	3	7	Resolved
13254022	SPARK	3855	maven install fail	code mvn clean install common network common error fatal error object scala compiler mirror find error find info info build failure info code	['pull-request-available']	1	7	Resolved
13586411	SPARK	3855	use basepluginextension spark operator	code test mode configure project spark operator build file dongjoon apache spark kubernete operator spark operator line basepluginconvention type deprecate schedule remove gradle consult upgrading guide information dongjoon apache spark kubernete operator spark operator run stack trace deprecation warning build file dongjoon apache spark kubernete operator spark operator line property deprecate schedule remove gradle use archivesname property instead information refer gradle documentation dongjoon apache spark kubernete operator spark operator run stack trace deprecation warning code	['pull-request-available']	4	7	Resolved
13589647	SPARK	3855	remove connector docker favor apache spark operator	aim remove test resource connector docker favor apache spark operator	['pull-request-available']	3	7	Resolved
13270567	SPARK	3855	use apache hive dependency default	correctness issue like fix	['correctness', 'release-notes']	1	14	Resolved
13539761	SPARK	3855	remove threeten extra exclusion enforcebytecodeversion rule	remove threeten extra library exclusion rule apache spark minimum java	['pull-request-available']	4	7	Resolved
13540807	SPARK	3855	drop low version support	default version public cloud environment default version public cloud provider eks default gke stable regular rapid end support addition older go reach eol apache spark arrive june go reach eol june aks gke eks aks eol azure ak support kubernetes azure kubernetes release calendar gke eol kubernetes engine doc release schedule eks eol eks late userguide kubernete release calendar	['pull-request-available']	3	7	Resolved
13160530	SPARK	3855	upgrade apache orc	orc include jira issue timestamp bug occur native orc vectorize reader read orc column vector sub vector time nano fix accord original apache hive blob master storage api src java org apache hadoop hive exec vector link include update interpretation orc column vector note hive orc reader orc reader affect code scala string scala native scala orc scala code issue aim update apache spark use list title fix compiler warning clang extractfiletail open file try statement fix testrecordreaderimpl fail new storage api fix incorrect workaround bug timestamp add support arm ppc arch remove unnecessary hive artifact root pom add syntax version remove avro parquet dependency management entry implement error check subtype field java	['correctness']	3	1	Resolved
13354522	SPARK	3855	avro read decimal value file schema	code java scala avro scala code	['correctness']	1	1	Resolved
13410694	SPARK	3855	build test python	python introduce break change need update pyspark example following code collection import callable deprecationwarning import abc collection instead deprecate python stop work code target apache spark	['releasenotes']	3	4	Resolved
13568622	SPARK	3855	use scala spark distribution hiveexternalcatalogversionssuite	make scala default scala version migration path user choose apache spark scala apache spark scala well focus scala testing	['pull-request-available']	3	7	Resolved
13534805	SPARK	3855	enable	test fail pypy	['pull-request-available']	3	7	Resolved
13016926	SPARK	3855	graphx invalid initial capacity run trianglecount	run graphx triangle count large ish file result invalid initial capacity error run spark test spark result run code spark query complete problem run graphframes version code run spark graphframe reference stackoverflow question spark graphx requirement fail invalid initial capacity	['graph', 'graphx']	3	1	Resolved
13586592	SPARK	3855	fix spark operator module define test framework explicitly	code java clean test mode fail task spark operator test automatic loading test framework implementation dependency deprecate schedule remove gradle declare desire test framework directly test suite explicitly declare test framework implementation dependency test runtime classpath consult upgrading guide information openjdk bit server warning sharing support boot loader class bootstrap classpath appendedfailure build fail exception go wrong deprecated gradle feature build make incompatible gradle try run option stack trace run option log output run insight help build fail actionable task execute code	['pull-request-available']	4	7	Resolved
13580835	SPARK	4739	implement dataframequerycontext spark connect	implement spark connect	['pull-request-available']	3	4	Resolved
13560563	SPARK	4739	remove stale python version checking	link drop python low python remove stale checking	['pull-request-available']	3	4	Resolved
13551821	SPARK	4739	remove pid communication python worker demon	need send pid jdk api directly	['pull-request-available']	3	7	Reopened
13560379	SPARK	4739	test sparkpandasnotimplementederror		['pull-request-available']	4	7	Resolved
13560388	SPARK	4739	add applyinarrow groupby cogroup spark connect	connect version	['pull-request-available']	3	2	Resolved
12952965	SPARK	4739	python dataframe csv load large file write console ipython	spark master branch run following command large tab separate file content file write stderr code code sample output code error executor exception task stage tid textparsingexception error processing input length parsed input exceed maximum number character define parser setting identify line separator character parsed content cause error line separator parser setting set parse content privacy shake haptic interface manage privacy setting mobile location sharing application privacy shake haptic interface manage privacy setting mobile location sharing application international conference human computer interaction interact profiles bias technology acceptance studies social network services profile bias technology acceptance study social network service international conference human computer interaction interact web snippet international conference web information system technology webist interactive user interfaces neuroanatomy exploration interactive user interface neuroanatomy exploration internationa cause arrayindexoutofboundsexception error tasksetmanager task stage fail time abort job code small sample line datum get error soon sample start get error think spark platform output actual datum stderr decrease readability	['csv', 'csvparser', 'dataframe', 'pyspark']	3	1	Resolved
13559255	SPARK	4739	sparknosuchelementexception canonical error api	add sparknosuchelementexception canonical error api document properly	['pull-request-available']	4	4	Resolved
13564134	SPARK	4739	exclude unitt xml reporting python image	unitt xml reporting support hide real error code file spark spark python pyspark streaming test line testrunner file lib unitt line init file lib unitt line runtests file local lib dist package xmlrunner line run file lib unitt line return kwd file lib unitt line run file lib unitt line return kwd file lib unitt line run file lib unitt line return kwd file lib unitt line run file local lib dist package xmlrunner line stopt file local lib dist package xmlrunner line callback file local lib dist package xmlrunner line attributeerror xmltestresult object attribute mean code optional dependency testing exclude	['pull-request-available']	3	7	Resolved
13417574	SPARK	4739	switch default index distribute sequence default panda api spark	panda api spark currently set sequence rely send datum executor easily cause oom well switch distribute sequence type truly distribute datum change leverage default end user benefit lot performance improvement	['release-notes']	2	4	Resolved
13231019	SPARK	4739	create dataframe pyspark arraytype produce rows array	affect python create dataframe type true end row fill code java import arraytype integertype true code example consistently element code code happen type true	['correctness']	1	1	Resolved
13564143	SPARK	4739	run pypy python test independently	like terminate middle oom split	['pull-request-available']	4	6	Resolved
13313420	SPARK	4739	use iloc positional slicing instead direct slicing createdataframe arrow	use float index panda produce wrong result code import panda code direct slicing use value index index contain float code code	['correctness']	2	1	Resolved
13555804	SPARK	4739	make entire binder build fail fast set	binder build currently break like upload pyspark late pypi installation step slightly ignore failure	['pull-request-available']	3	2	Resolved
13243438	SPARK	4739	revisit python panda udf	past year panda udfs important change spark python datum science functionality evolve organically lead inconsistency confusion user document revisit udf definition naming result discussion xiangrui jin hyukjin reynold document new proposal	['release-notes']	1	4	Resolved
13577665	SPARK	4739	backward compatibility test spark connect	run spark connect server separately run spark connect server low version high version client opposite	['pull-request-available']	3	7	Resolved
13561085	SPARK	4739	test miss case sparksession		['pull-request-available']	4	7	Resolved
13568665	SPARK	4739	recover case	code import panda true false code code python pyspark sql panda userwarning createdataframe attempt arrow optimization set true reach error continue automatic fallback set false range arg zero traceback recent file line file python pyspark sql line createdataframe return type overload file python pyspark sql panda line createdataframe return schema timezone file python pyspark sql panda line start step start step valueerror range arg zero code code dataframe columns index code	['pull-request-available']	2	1	Resolved
13561097	SPARK	4739	fix output	return	['pull-request-available']	4	1	Resolved
13559809	SPARK	4739	skip python	code error traceback recent file spark spark python pyspark torch test line output true file spark spark python pyspark torch line run return file spark spark python pyspark torch line run output file spark spark python pyspark torch line output file spark spark python pyspark torch line return file spark spark python pyspark torch line raise runtimeerror runtimeerror torchdistributor fail training view stdout log detailed error message error traceback recent file spark spark python pyspark torch test line output true file spark spark python pyspark torch line run return file spark spark python pyspark torch line run output file spark spark python pyspark torch line output file spark spark python pyspark torch line return file spark spark python pyspark torch line raise runtimeerror runtimeerror torchdistributor fail training view stdout log detailed error message code	['pull-request-available']	4	7	Resolved
13559258	SPARK	4739	scala spark connect client	scala spark connect client	['pull-request-available']	3	2	Resolved
13584438	SPARK	4739	use sparksession sqlimplicit		['pull-request-available']	4	6	Resolved
13571080	SPARK	4739	suppress python exception pyspark python path	code scala table int json warn datasourcemanager skip lookup python data sources failure sparkexception error python worker homebrew caskroom miniconda base bin error find module specification modulenotfounderror module name pyspark code pyspark python path show warning message spark session initialization	['pull-request-available']	4	6	Resolved
13565742	SPARK	4739	refine error class python automatic sort function	inconsistency way automatically generate sort error class dev easier	['pull-request-available']	3	7	Resolved
13569980	SPARK	4739	increase timeout action kafkacontinuoustest	fail macos build	['pull-request-available']	4	6	Resolved
13558571	SPARK	4739	upgrade version appveyor		['pull-request-available']	3	7	Resolved
13559628	SPARK	4739	flaky python	code traceback recent file spark spark python pyspark test line file spark spark python pyspark line count return file spark spark python pyspark line sum return type value file spark spark python pyspark line fold val file spark spark python pyspark line collect file spark spark python lib line file spark spark python lib line raise error occur call sparkexception job abort stage failure task stage fail time recent failure lose task stage tid localhost executor driver sparkexception python worker exit unexpectedly crash cause sparkexception python worker exit unexpectedly crash cause eofexception handle exception exception occur traceback recent file spark spark python pyspark test line segmentation fault assertionerror regex match segmentation fault find error occur call sparkexception job abort stage failure task stage fail time recent failure lose task stage tid localhost executor driver sparkexception python worker exit unexpectedly scala sparkexception python worker exit unexpectedly org code flaky	['pull-request-available']	4	7	Resolved
13569791	SPARK	4739	use hash key properly sparkr build windows	cache	['pull-request-available']	3	4	Resolved
13569299	SPARK	4739	install proper python version sparkr windows build avoid warning	code traceback recent file line code error file line file line hyukjinkwon spark action file line hyukjinkwon spark action file line file line file line file line importerror import celltype type code	['pull-request-available']	3	6	Resolved
13569123	SPARK	4739	deflake interrupt tag	code interrupt tag failed code pass eventually return normally attempt time second failure message length instead expect length interrupted operation code	['pull-request-available']	3	6	Resolved
13579939	SPARK	4739	checkpoint localcheckpoint scala spark connect client	implement checkpoint localcheckpoint python spark connect client scala	['pull-request-available']	3	4	Resolved
13559251	SPARK	4739	upgrade cloudpickle	include official support python	['pull-request-available']	3	7	Resolved
13559626	SPARK	4739	fix doct python	code file spark spark python pyspark panda line failed example ordereddict expect got code	['pull-request-available']	4	7	Resolved
13560925	SPARK	4739	exclude generate file code coverage report	exclude	['pull-request-available']	3	7	Resolved
13105961	SPARK	4739	type conflict date timestamp date partition column	look bug resolve type conflict partition column find corner case case timestamp infer date type infer code val foo code code root integer nullable true date nullable true code case decimal infer integer infer code val decimal bar code code root integer nullable true decimal integer nullable true code look duplicate type resolution logic possible separate numeric precedence like comparison	['release-notes']	4	1	Resolved
13313142	SPARK	4739	pyspark beam pickling issue	pyspark monkeypatche namedtuple make difficult impossible depickle instance outside pyspark environment pyspark load environment time try pickle namedtuple able unpickle environment apache spark blob master python pyspark apply conflict directly try use beam non spark environment namingly flink dataflow make impossible use pipeline namedtuple load code python import collection import dill columninfo columninfo type columnname pytype disable ignore type comment type type pytype disable ignore type comment int code code python import pyspark import collection import dill columninfo columninfo type columnname pytype disable ignore type comment type type pytype disable ignore type comment int code second pickle object environment pyspark	['release-notes']	3	1	Resolved
13582814	SPARK	4739	add origin relationcommon protobuf defnition	add new protobuf message origin reuse definition relationcommon	['pull-request-available']	3	4	Resolved
13577917	SPARK	4739	different arrow version client server	code fail pythonexception exception throw python worker stack trace traceback recent file runner work spark spark python lib pyspark sql panda line return file pyarrow line file pyarrow line file pyarrow line file pyarrow line arrowinvalid integer value range exception direct cause follow exception traceback recent file runner work spark spark python lib pyspark line main process file runner work spark spark python lib pyspark line process outfile file runner work spark spark python lib pyspark sql panda line return stream file runner work spark spark python lib pyspark sql panda line batch iterator file runner work spark spark python lib pyspark sql panda line batch file runner work spark spark python lib pyspark sql panda line file runner work spark spark python lib pyspark sql panda line raise handle exception exception occur traceback recent file runner work spark python pyspark sql test panda line assertionerror exception throw convert panda series match exception throw python worker stack trace traceback recent file runner work spark spark python lib pyspark sql panda line return file pyarrow line file pyarrow line file pyarrow line file pyarrow line arrowinvalid integer value range exception direct cause follow exception traceback recent file runner work spark spark python lib pyspark line main process file runner work spark spark python lib pyspark line process outfile file runner work spark spark python lib pyspark sql panda line traceback recent file runner work spark python pyspark sql test panda line assertionerror exception throw convert panda series match exception throw python worker stack trace traceback recent file runner work spark spark python lib pyspark sql panda line hyukjinkwon spark action return file pyarrow line file pyarrow line file pyarrow line file pyarrow line arrowinvalid float value truncate convert exception direct cause follow exception traceback recent file runner work spark spark python lib pyspark line main process file runner work spark spark python lib pyspark line process outfile file runner work spark spark python lib pyspark sql panda line return stream file runner work spark spark python lib pyspark sql panda line batch iterator file runner work spark spark python lib pyspark sql panda line batch file runner work spark spark python lib pyspark sql panda line file runner work spark spark python lib pyspark sql panda line raise ser code code fail pythonexception exception throw python worker stack trace traceback recent file runner work spark spark python lib pyspark line main process file runner work spark spark python lib pyspark line process outfile file runner work spark spark python lib pyspark sql panda line return stream file runner work spark spark python lib pyspark sql panda line batch iterator file runner work spark spark python lib pyspark sql panda line series iterator file runner work spark spark python lib pyspark line mapper result udfs file runner work spark spark python lib pyspark line result udfs file runner work spark spark python lib pyspark line file runner work spark spark python lib pyspark line wrapper return kwargs file runner work spark python pyspark sql test panda line longtype handle exception exception occur traceback recent file runner work spark python pyspark sql test connect line file runner work spark python pyspark sql test panda line division modulo zero assertionerror division modulo zero match exception throw python worker stack trace traceback recent file runner work spark spark python lib pyspark line main process file runner work spark spark python lib pyspark line process outfile file runner work spark spark python lib pyspark sql panda line return stream file runner work spark spark python lib pyspark sql panda line batch iterator file runner work spark spark python lib pyspark sql panda line series iterator file runner work spark spark python lib pyspark line mapper result udfs file runner work spark spark python lib pyspark line result udfs file runner work spark spark python lib pyspark line file runner work spark spark python lib pyspark line wrapper return kwargs file runner work spark python pyspark sql test panda line longtype code	['pull-request-available']	3	7	Resolved
13563827	SPARK	4739	log exception fail lookup python data sources		['pull-request-available']	4	7	Resolved
13559991	SPARK	4739	mockdf planonlytestfixture	dependency spark connect run test code run test executable code show error code file python pyspark panda test connect line import reusedconnecttestcase file python pyspark testing line class testcase pysparkerrortestutils file python pyspark testing line planonlytestfixture class nameerror dataframe define code actionable	['pull-request-available']	4	6	Resolved
13569416	SPARK	4739	skip schedule sparkr windows fork repository default	consistent schedule build	['pull-request-available']	4	6	Resolved
13597313	SPARK	4739	use late python dependencie python job	fail apparently different grpc version legitimate failure fix target test different dependency version target well test purpose	['pull-request-available']	3	7	Resolved
13581856	SPARK	4739	settable	downstream user implement	['pull-request-available']	3	4	Resolved
13559135	SPARK	4739	improve error message relate argument type cute rollup groupby pivot	code traceback recent file line file pyspark sql connect line cube raise pysparktypeerror pysparktypeerror argument cube column str get float code code help method cube module columnorname groupeddata method dataframe instance create multi dimensional cube current specify column allow aggregation perform versionadde versionchange code col	['pull-request-available']	4	4	Resolved
