_id	projectname	assignee	summary	description	type_id	type_name	labels	priority_id	priority_name	status_id	status_name
12415509	QPID	ritchiem	Do not show Notification areas for MBeans which do not send Notifications	The JMX management console displays a Notifications tab area for every MBean, because the abstract AMQManagedObject class used as the basis for the MBeans on the broker implements NotificationBroadcaster. However, only the AMQQueueMBean currently emits any notifications, so this added tab is useless in many instances. As such, the console should check whether there are any notifications available for subscription before displaying the tab area when viewing an MBean.	4	Improvement	legacy-jmx-console	4	Minor	6	Closed
12415512	QPID	ritchiem	jmx management console outputs type of every notification recieved to stdout, with a null object name	The console currently pritns output for reciept of every notification, such as when a new MBean is registered (eg a new connection is made to the broker, or a queue is created) or unregistered. However, it simply outputs the type of the notification, followed by 'null' for the object name of the emitting mbean.	1	Bug	legacy-jmx-console	4	Minor	6	Closed
12415515	QPID	ritchiem	Make it easier to distinguish success and failure dialogues.	"The jmx management console currently displays ""operation successful"" or ""operation unsuccessful"" in a dialogue upon completion of many tasks. However, the dialogue styles used are the same and it is hard to distinguish the difference quickly, leading to the easy mistaking of the result. The dialogues should be more visually informative of the result."	4	Improvement	legacy-jmx-console	4	Minor	6	Closed
12415511	QPID	ritchiem	Remove the fixed value 'domain' option from the add connection dialogue, and node form the navigation tree	The jmx management console currently provides a combo box for the user to select the domain from which to view the mbeans. This field only contains 1 value as it is fixed within the broker. Additionally, this domain value is added as a node in the mbean navigation tree that servers no purpose, but which the user must expand every time they use the console. These should be removed.	4	Improvement	legacy-jmx-console	4	Minor	6	Closed
12414769	HBASE	nspiegelberg	Add bloomfilters	Add bloomfiltering to hfile.  Can be enabled on a family-level basis.  Ability to configure a row vs row+col level bloom.  We size the bloomfilter with the number of entries we are about to flush which seems like usually we'd be making a filter too big, so our implementation needs to take that into account.	3	Task	moved_from_0_20_5	3	Major	6	Closed
12414800	QPID	a.gazzarini	Asynchronous notification capability	"The current implementation of WS-Notification engine is synchronous. That means the publisher (QMan) will remain blocked until the notification has been processed on oberserver (client) side...this is in generarl not acceptable because a server component depends on a client behaviour...
So, notifications should be processed in separate threads. JDK 1.5 introduced a TrheadPoolEXecutor that is something like a WorkManager in a JEE environment. 
Qman will use it for asynchronous notification capability."	7	Sub-task	qman	2	Critical	6	Closed
12415623	QPID	ritchiem	Create Linux x86-64 and Solaris builds of the JMX Management Console	With x86-64 becoming a dominant architecture we should ensure the management console properly supports it by creating an x86-64 Linux build of the console. Additionally, a Solaris  build will round out the overall platform support of the console.	2	New Feature	legacy-jmx-console	4	Minor	6	Closed
12415679	QPID	ritchiem	jmx console saves its settings ini file direcly in the user home directory	The jmx management console saves an ini file to retain users customised navigation settings, however it does so directly in the user home directory. This is a bit ugly and at the very least should be moved into a hidden subdirectory.	1	Bug	legacy-jmx-console	4	Minor	6	Closed
12414034	LUCENE	thetaphi	if a filter can support random access API, we should use it	"I ran some performance tests, comparing applying a filter via
random-access API instead of current trunk's iterator API.

This was inspired by LUCENE-1476, where we realized deletions should
really be implemented just like a filter, but then in testing found
that switching deletions to iterator was a very sizable performance
hit.

Some notes on the test:

  * Index is first 2M docs of Wikipedia.  Test machine is Mac OS X
    10.5.6, quad core Intel CPU, 6 GB RAM, java 1.6.0_07-b06-153.

  * I test across multiple queries.  1-X means an OR query, eg 1-4
    means 1 OR 2 OR 3 OR 4, whereas +1-4 is an AND query, ie 1 AND 2
    AND 3 AND 4.  ""u s"" means ""united states"" (phrase search).

  * I test with multiple filter densities (0, 1, 2, 5, 10, 25, 75, 90,
    95, 98, 99, 99.99999 (filter is non-null but all bits are set),
    100 (filter=null, control)).

  * Method high means I use random-access filter API in
    IndexSearcher's main loop.  Method low means I use random-access
    filter API down in SegmentTermDocs (just like deleted docs
    today).

  * Baseline (QPS) is current trunk, where filter is applied as iterator up
    ""high"" (ie in IndexSearcher's search loop)."	4	Improvement	gsoc2011, lucene-gsoc-11, mentor	4	Minor	6	Closed
12415709	QPID	ritchiem	dont show admin mbeans in the navigation tree if the user doesnt have permission to access them	Currently the UserManagement and LoggingManagement mbeans are added to the navigation tree of the jmx management console for all users, but only 'admin' level users can access them. 'readonly' and 'readwrite' level users are presented with an access denied dialog when attempting to view them. This can be tested in advance, and the beans simply not displayed in the tree for such users.	4	Improvement	legacy-jmx-console	4	Minor	6	Closed
12415729	QPID	ritchiem	jmx management console confirmation dialogues confusingly have 3 choices	"When undertaking an operation, the jmx management console seeks confirmation from the user before executing, asking ""Do you want to  <operation name>?"". However, it presents a confirmation dialogue with 3 choices: Cancel, Yes, and No. This is silly, and probably a bit confusing for users, and should be reduced to a more sensible 2. Yes/No or Ok/Cancel."	1	Bug	legacy-jmx-console	4	Minor	6	Closed
12415752	IVY	mbenson	latest.integration isn't resolved against a Maven snapshot repository (when uniqueVersion = true)	"When latest.integration is the requested revision the ibiblio resolver doesn't go through the snapshots. So in effect you'll always end up with the latest.release.

Given the following ivysettings:
{code:title=ivysettings.xml}
<ivysettings>
   <settings defaultResolver=""snapshots.jboss.org""/>
   <resolvers>
      <ibiblio name=""snapshots.jboss.org"" m2compatible=""true"" usepoms=""true"" root=""http://snapshots.jboss.org/maven2""/>
   </resolvers>
</ivysettings>
{code}

Ivy won't go through the unique snapshot versions:
{noformat}
	listing revisions from maven-metadata: http://snapshots.jboss.org/maven2/org/jboss/ejb3/jboss-ejb3-cache/maven-metadata.xml
	found revs: [0.13.1-SNAPSHOT, 1.0.1-SNAPSHOT]
HTTP response status: 404 url=http://snapshots.jboss.org/maven2/org/jboss/ejb3/jboss-ejb3-cache/0.13.1-SNAPSHOT/jboss-ejb3-cache-0.13.1-SNAPSHOT.pom
CLIENT ERROR: Not Found url=http://snapshots.jboss.org/maven2/org/jboss/ejb3/jboss-ejb3-cache/0.13.1-SNAPSHOT/jboss-ejb3-cache-0.13.1-SNAPSHOT.pom
HTTP response status: 404 url=http://snapshots.jboss.org/maven2/org/jboss/ejb3/jboss-ejb3-cache/1.0.1-SNAPSHOT/jboss-ejb3-cache-1.0.1-SNAPSHOT.pom
CLIENT ERROR: Not Found url=http://snapshots.jboss.org/maven2/org/jboss/ejb3/jboss-ejb3-cache/1.0.1-SNAPSHOT/jboss-ejb3-cache-1.0.1-SNAPSHOT.pom
{noformat}

With the maven-snapshot-resolver it will:
{code:title=ivysettings.xml}
<ivysettings>
   <typedef name=""maven-snapshot-resolver"" classname=""org.jboss.ejb3.ivy.plugins.resolver.MavenSnapshotResolver""/>
   <settings defaultResolver=""snapshots.jboss.org""/>
   <resolvers>
      <maven-snapshot-resolver name=""snapshots.jboss.org"" m2compatible=""true"" usepoms=""true"" root=""http://snapshots.jboss.org/maven2""/>
   </resolvers>
</ivysettings>
{code}

{noformat}
	listing revisions from maven-metadata: http://snapshots.jboss.org/maven2/org/jboss/ejb3/jboss-ejb3-cache/maven-metadata.xml
	found revs: [0.13.1-SNAPSHOT, 1.0.1-SNAPSHOT]
	snapshots.jboss.org: found md file for org.jboss.ejb3#jboss-ejb3-cache;latest.integration
		=> http://snapshots.jboss.org/maven2/org/jboss/ejb3/jboss-ejb3-cache//1.0.1-SNAPSHOT/jboss-ejb3-cache-1.0.1-20090303.040911-22.pom (1.0.1-20090303.040911-22)
{noformat}"	1	Bug	patch	3	Major	5	Resolved
12415799	QPID	ritchiem	The jmx management console core plugin should no longer depend on the jmxremote.sasl plugin, and qpid-managment-common should only depend on it optionally	The jmx management console core plugin should no longer depend on the jmxremote.sasl plugin, and the qpid-managment-common plugin should only depend on it optionally since it is only required for making JMXMP based JMX connections.	1	Bug	legacy-jmx-console	5	Trivial	6	Closed
12415896	QPID	ritchiem	auto-expand the top level mbean type folders in the navigation tree upon establishing a connection	Auto expand the the top level mbean type folders in the navigation tree upon establishing a connection.	4	Improvement	legacy-jmx-console	4	Minor	6	Closed
12414990	ZOOKEEPER	cdarroch	remove locking in zk_hashtable.c or add locking in collect_keys()	"From a review of zk_hashtable.c it appears to me that all functions which manipulate the hashtables are called from the IO thread, and therefore any need for locking is obviated.

If I'm wrong about that, then I think at a minimum collect_keys() should acquire a lock in the same manner as collect_session_watchers().  Both iterate over hashtable contents (in the latter case using copy_table()).

However, from what I can see, the only function (besides the init/destroy functions used when creating a zhandle_t) called from the completion thread is deliverWatchers(), which simply iterates over a ""delivery"" list created from the hashtables by collectWatchers().  The activateWatcher() function contains comments which describe it being called by the completion thread, but in fact it is called by the IO thread in zookeeper_process().

I believe all calls to collectWatchers(), activateWatcher(), and collect_keys() are made by the IO thread in zookeeper_interest(), zookeeper_process(), check_events(), send_set_watches(), and handle_error().  Note that queue_session_event() is aliased as PROCESS_SESSION_EVENT, but appears only in handle_error() and check_events().

Also note that handle_error() is called only in zookeeper_process() and handle_socket_error_msg(), which is used only by the IO thread, so far as I can see."	1	Bug	pull-request-available	3	Major	6	Closed
12415110	ZOOKEEPER	mahadev	optmize session tracking in zookeeper.	sometimes a lot of zookeeper clients are read only. For such clients we do not need the session tracking in zookeeper. Getting rid of session tracking for such clients will help us sclae much better.	2	New Feature	session	3	Major	5	Resolved
12415173	HDFS	surendrasingh	Method to retrieve all quotas active on HDFS	"Currently the only way to view quota information on an HDFS is via dfs -count -q, which is fine when an admin is examining a specific directory for quota status.

It would also be good to do full HDFS quota audits, by pulling all HDFS quotas currently set on the system. This is especially important when trying to do capacity management (""OK, how much quota have we allotted so far?""). I think the only way to do this now is via lsr | count -q, which is pretty cumbersome.
"	2	New Feature	newbie	3	Major	10002	Patch Available
12415516	QPID	ritchiem	'Next' and 'Previous' type buttons are in the wrong order for areas providing TabularData viewing	In areas such as ViewUsers and ViewMessages, the buttons for providing Next and Previous type functionality are in the wrong order. This is confusing, even more so when paired with the First and Last type buttons also provided.	1	Bug	legacy-jmx-console	4	Minor	6	Closed
12415570	HADOOP	cheersyang	Trash documentation should describe its directory structure and configurations	"Trash documentation should mention the significance of ""Current"" and ""<time-stamp>"" directories which get generated inside Trash directory. The documentation should also incorporate modifications done in HADOOP: 4970."	4	Improvement	newbie	4	Minor	6	Closed
12415654	HADOOP	other_pirate	NPE in heartbeat when the configured topology script doesn't exist		1	Bug	newbie	3	Major	1	Open
12415688	QPID	ritchiem	remove unused 'transport' details from jmx management console's connection process	The JMX management console has hard coded 'transport' references to use of RMI which have not been used in the actual connection process since the JMXMP capabilities were added in a different class, and moreso now that the protocol type is auto negotiated by the JMX connection factory.. This should be cleaned up.	4	Improvement	legacy-jmx-console	4	Minor	6	Closed
12416335	SOLR	janhoy	Deprecate/Remove <indexDefaults> and <mainIndex> in favor of <indexConfig> in solrconfig.xml	"Given that we now handle multiple cores via the solr.xml and the discussion around <indexDefaults> and <mainIndex> at http://www.lucidimagination.com/search/p:solr?q=mainIndex+vs.+indexDefaults

We should deprecate old <indexDefaults> and <mainIndex> sections and only use a new <indexConfig> section.

3.6: Deprecation warning if old section used
4.0: If LuceneMatchVersion before LUCENE_40 then warn (so old configs will work), else fail fast"	4	Improvement	solrconfig.xml	3	Major	6	Closed
12416208	QPID	gemmellr	I/O Error while using 'Clear Queue' from Qpid Management Console	"From a user:

Clear Queue' option in Qpid Management Console works successfully if there are less messages and gives I/O exception (org.apache.qpid.protocol.AMQConstant) if there are large number of messages in the queue undelivered.
Steps to reproduce:
1. pump a persisent queue with messages (I had errors even with 200 messages) in the queue
2. Connect to the broker with Qpid Management Console, select the queue, and choose tab 'Clear Queue' and press 'execute'.

This error does not happen when I have around 50 messages (not sure of the limit) in the queue while it clears the queue successfully."	1	Bug	legacy-jmx-console	3	Major	6	Closed
12416621	TAP5	igor.drobiazko	tapestry-core should provide a built-in page to show the status of persistent data 	"In order to oprimize the amount of data persisted in the session via @Persist or as ASO one should be able to get an overview of it.  A page StateStatus should be provided which could loo like:

Persistant Fields
---------------------------------------------------------------------------------------------
Strategy Name |   Page Name   |   Component Id      |       Field Name
---------------------------------------------------------------------------------------------
   flash	             |    Login	        |   loginform.form       |     defaultTracker
-----------------------------------------------------------------------------------------------
   state	             |   Foo	 	|                                      |   bar
------------------------------------------------------------------------------------------------

Application State Objects

----------------------------------------------------------------------------------------------
com.example.model.User@ba8180[id=1,username=root,.......]
----------------------------------------------------------------------------------------------
com.example.model.Foo1f6c439[bar=baz] 
----------------------------------------------------------------------------------------------"	2	New Feature	bulk-close-candidate	3	Major	6	Closed
12416733	WICKET	ivaynberg	"Make Palette's ""Choices"" Model More Generics Friendly"	The Palette class suffers from the same issues as ListView and DropDownChoice.  It should be fixed similarly.	1	Bug	generics	3	Major	5	Resolved
12416299	MAPREDUCE	vinodkv	Duplicate destroy of process trees in TaskMemoryManager.	TaskMemoryManager currently works only on Linux and terminates tasks that transgress memory-limits by first calling TaskTracker.purgeTask() and then explicitly destroying the process tree to be sure that the whole process tree is cleaned up. After HADOOP-2721, we don't need this explicit process-tree destroying as the usual code-path of killing tasks itself takes care of cleaning up the whole process-trees.	1	Bug	newbie	4	Minor	5	Resolved
12416384	TAP5	igor.drobiazko	Add BeanPropertySelectModel	As raised in TAP5-213, we don't do enough to make the common cases of using the Select component easy enough.  To this end, we should add back in the BeanPropertySelectModel default implementation like T4 had (http://tapestry.apache.org/tapestry4.1/apidocs/org/apache/tapestry/form/BeanPropertySelectionModel.html).  Not only was it a good idea then, but it should help with a T4 migration to T5.	4	Improvement	bulk-close-candidate	4	Minor	6	Closed
12417050	QPID	ritchiem	improve splash screen description	The JMX management console's splash screen could be more descriptive, saying that it uses JMX to distinguish it from any future QMF efforts, and signalling that it is only for the Java broker.	4	Improvement	legacy-jmx-console	5	Trivial	6	Closed
12416930	QPID	ritchiem	MbeanType view does not adequately indicate button functionality	The MbeanType view does not adequately indicate its buttons functionality, leaving users uncertain what they should do. The can be made more clear by updating the text to indicate the button's purpose.	1	Bug	legacy-jmx-console	4	Minor	6	Closed
12417216	ODE	rrusin	Error handling in-out operations while WAIT is put inside process	"Scenario 1:
receive initiate
reply to initiate
wait 10 sec.  (here comes request for op1, it's saved to db)
receive op1
reply to op1

After reply I got 
ERROR - GeronimoLog.error(108) |
java.lang.NullPointerException
        at org.apache.ode.axis2.ODEService.onAxisMessageExchange(ODEService.java:186)
(see npe.log)


Scenario 2:
receive initiate
reply to initiate
receive op1 (here comes request for op1, it's dispatched immediately)
wait 10 sec.  
reply to op1

Here, I had process completion, but timeout waiting for response in client

For both scenarios, please use the same soapui test case. 
"	1	Bug	test	3	Major	1	Open
12416711	HADOOP	boky01	RunJar.unJar() should write the last modified time found in the jar entry to the uncompressed file	"For tools like jruby and jython, last modified times determine if a script gets recompiled.  Losing the correct last modified time causes some unfortunate recompilation race conditions when a job is running.
"	4	Improvement	newbie	4	Minor	5	Resolved
12419270	MAPREDUCE	amar_kamat	JobHistory should also support searching with special characters	"Today the jobhistory searches a single keyword in jobname. Searching for multiple keywords should also be allowed. 
Example :
For searching all jobs with ""sleep job"" in them the search string would be ""_:sleep job_"". But it doesnt work because the filename is not decoded before searching. "	1	Bug	newbie	3	Major	1	Open
12419334	DERBY	mamtas	Provide a way to drop statistics information	"Now that DERBY-269 has been resolved,  users can update statistics, but once they do, they are committed to using and maintaining the statistics, even if it doesn't improve performance or they have difficulty maintaining the statistics on a regular basis.  It would be good to have a way to drop statistics information so that users could revert to the prior behavior if needed.

"	4	Improvement	derby_backport_reject_10_8	3	Major	6	Closed
12419305	ODE	sathwik	Clustering	"We need to deploy Apache ODE in clustered environment to meet requirements for one of our projects. 
Per FAQ, the clustering support is under development, but it is not listed in the Roadmap. 
We need to know if clustering support will be provided in the next release i.e. 1.3. 
We will greatly appreciate if you let us know when this support will be added or if there is any workaround.
"	1	Bug	gsoc2015, java	3	Major	3	In Progress
12419524	PIVOT	gbrown	Replace Dispatcher with ExecutorService		4	Improvement	api-change	3	Major	5	Resolved
12419622	ODE	milinda	Adding web based BPEL debugging support	"In order to run a business process successfully in ODE, it is a must to verify and debug its BPEL process model before deploying it in Apache ODE. So exposing the process debugging functionality as a web services such that a user can remotely debug a process and adding a graphical monitoring console allows for setting breakpoints and to monitor the run time details of that process will increase the usability as well as popularity of the work-flow engine we are concerning. Currently though the debugging functionality is included in Apache ODE, it's not really been tested for the current Apache ODE and it's not exposed as a web service.
Web based debugging support for Apache ODE is a project aimed at exposing the debugging functionality as a web service and adding an AJAX based monitoring console to which consist of a graphical representation of a particular business process, allows for setting breakpoints to activities and allows for monitoring that process being debugged.
This will enable users to gain full advantage of the ODE, by reducing design time and the testing time during the process development by allowing them to remotely debug a business process, set breakpoints to process activities, modify variables and to monitor the run rime variable information."	2	New Feature	patch	3	Major	1	Open
12421766	DERBY	kristwaa	OOM issue using XA with timeouts	"When using JTA for transaction control and a transaction timeout is set,
EmbedXAResource ends up calling XATransactionState.scheduleTimeoutTask() which
in turn registers a timeoutTask with java.util.Timer. In the normal case where
the transaction finishes before the timeout, XATransactionState.xa_finalize()
then calls timeoutTask.cancel(). So far this so good. The problem, however, is
that java.util.TimerTask.cancel() does not actually remove the task from the
timer queue, meaning that a strong reference to the timeoutTask is kept (and
through that to XATransactionState, the EmbedConnection, etc). The reference
is not removed until the time at which the timeout would have fired, which can
be a long time. Under load this can quickly lead to an OOM situation.

A simple fix is to call Timer.purge() every so often. While the javadocs talk
about purge() being rarely needed and that it's not extremely cheap, I've
found that calling it after every cancel() is the best approach, for several
reasons: 1) the scenario here is that almost all tasks are cancelled, and
hence this somewhat fits the Timer.purge() description of an ""application that
cancels a large number of tasks""; 2) there usually isn't a very large number
of simultaneous transactions, and hence purge() is actually quite cheap; 3)
this ensures the strong reference is immediately removed, allowing the GC to
do a better job. Interestingly enough, I've had this exact same issue on a
different type of db, and I had tested the purge() there and found it to be in
the sub-microsecond range for 100 transactions (or similar - I don't recall
the exact data), i.e. completely negligible.

In short, my suggestion is to change xa_finalize as follows:

    synchronized void xa_finalize() {
        if (timeoutTask != null) {
            timeoutTask.cancel();
            Monitor.getMonitor().getTimerFactory().
                    getCancellationTimer().purge();
        }
        isFinished = true;
    }

As a temporary workaround, applications can do this themselves, i.e.
add something like the following whenever they close a Connection:

  import org.apache.derby.iapi.services.monitor.Monitor;
  Monitor.getMonitor().getTimerFactory().getCancellationTimer().purge();

"	1	Bug	derby_triage10_5_2	3	Major	6	Closed
12421927	CASSANDRA	xedin	SSTable compression	We should be able to do SSTable compression which would trade CPU for I/O (almost always a good trade).	2	New Feature	compression	10002	Normal	5	Resolved
12422776	ODE	mriou	Ode 2.0 beta problem while using pathner service - corresponding method not implemented	"We (Eclipse Swordfish project team) are using ODE with apache ServiceMix 4. Our test example consists of
simple bpel process that invoke jax-ws web service during execution and return result.

Ode 1.2 works fine with that. But ODE 2.0 beta not returns any response to caller. And I see following warning in logs:

*WARNING: Received a response for unknown partner role message exchange 11ee7ee0-28f9-4250-9c6c-e9becf573f7f*

After research source codes we find following code snippet inside org.apache.ode.jbi.OdeConsumer:

    private void outResponse(final InOut jbiMex) {

        PartnerRoleMessageExchange pmex = (PartnerRoleMessageExchange)
                 _ode._server.getMessageExchangeByForeignKey(jbiMex.getExchangeId());
                if (pmex == null) {
                      __log.warn(""Received a response for unknown partner role message exchange "" + jbiMex.getExchangeId());
                     return;
                 }
         ...........


so _ode._server.getMessageExchangeByForeignKey(jbiMex.getExchangeId() retutns NULL;

I've check _ode._server implementation class with is BpelServerImpl and find out that getMessageExchangeByForeignKey method not implemented:

    public MessageExchange getMessageExchangeByForeignKey(String foreignKey) throws BpelEngineException {
        // TODO Auto-generated method stub
        return null;
    }

It is very big issue for us,
"	1	Bug	patch	3	Major	1	Open
12422039	QPID	tedross	Java QMF Agent with Support for Nonmanaged objects	"The feature (with patches) is for a Java agent which supports the encoding and decoding of complex object types. The patches provided are based off of patches provided by Ted Ross (pythonConsole.pactch) and Rafael Schloming (javaAgent.patch).

The Java agent is an IOC friendly class which can be configured to connect to an AMQP broker. It allows for classes to be bound to QMF either by registering a managed object, or by directly registering the classes. Complex input and output types (including custom objects, lists, enumerations) are marshalled into and out of QMF Object types (type 20). Annotations can be used to control the class and package naming of the objects.

The python console has been extended to work with the java agent. The supplied test program (muppet.py) exercises much of the functionality of the Java Agent and complex object marshalling.

Open issues right now with this initial patch include:

- Type Inheritance: How to show in the schema that one type extends another (See Pikelet and Crumpet)?
- Do we allow operator overloading? (currently we do not). Right now a managed object can only have a single method with a single name
- Enumerations: Do we should the value values in the schema?
- Do we show in the schema that one type is unmanaged?
- If the Qpid deamon dies, the agent does not reconnect
- Maps: The current ftables type only passes Native QPID types. Should a new map be created which sends complex objects?"	2	New Feature	ant_build_system	3	Major	6	Closed
12422916	HADOOP	gkesavan	ant clean does not clean the generated api docs		1	Bug	newbie	3	Major	5	Resolved
12422343	TAP5	hlship	"Allow page classes to have a ""Page"" suffix that is not included in the URL"	"I have an application with a lot of read-only pages. For example, I have a page that shows a company and I would like a URI such as:  /company/1234

However, if I name the page class ""Company"" then I get a naming clash with the domain object ""Company"". What I would like to do is call the Tapestry 5 class ""CompanyPage"" - after all, that is what the class represents and it's certainly how the team refers to that thing internally and with our business (i.e. ""Have you seen the new company page?"").

So, please could the ComponentClassResolverImpl remove the suffix ""Page"" (if it exists) from the class name when it constructs the logical page name?



"	4	Improvement	bulk-close-candidate	4	Minor	6	Closed
12422893	QPID	gemmellr	DerbyStore is to strict, throwing constraint errors if a duplicate queue or exchange is registered	"Summary:

If a second attempt is made to store an exchange or queue is made then the store should not fail if the queue already exists. This is in line with what the BDB Message Store currently does. If we want to change the contract on the store to only allow one create per object then we can do that as part of the configuration storing improvements."	1	Bug	derbystore	3	Major	6	Closed
12421958	TAP5	mlusetti	Add ProgressListener support to Upload component	Would be great if Tapestry supported the ProgressListener interface out of the box.  As it is, I'm going to have to override the MultipartDecoder service and implement a custom Upload component.	5	Wish	bulk-close-candidate	3	Major	6	Closed
12422126	QPID	ritchiem	add attribute to logging management mbean to indicate available log output levels	It would be useful to have the broker indicate available output levels for the logging management MBean to set. This would make it more obvious what users can set the value to, and also would prove useful for any future UI or tools which needed to know the available options for display without resorting to hard coding.	4	Improvement	legacy-jmx-console	4	Minor	6	Closed
12422390	IVY	hibou	ApacheURLLister.retrieveListing() fails if the encoding of the URL list is different from the default encoding	"ApacheURLLister.retrieveListing() assumes that the list of URLs is encoded in the same encoding as the system's default encoding.

The problematic code is:
{code}
BufferedReader r = new BufferedReader(new InputStreamReader(URLHandlerRegistry.getDefault().openStream(url)));
String htmlText = FileUtil.readEntirely(r);
{code}

FileUtil.readEntirely() converts the the content of the BufferedReader r to a String. Because no encoding is specified in the InputStreamReader constructor, the default encoding is used. If the default encoding does not match the actual encoding of the data read from url,  htmlText ends up as a garbage String and the URL pattern matcher fails.

This causes an issue on z/OS, where the default encoding is EBCDIC (e.g. IBM-1047) but the data containing the list of URLs is typically retrieved from the network as ASCII (ISO-8559-1).

A workaround could be to specify the system property -Dfile.encoding=ISO-8559-1 on the command line, but this is a bit of a big hammer. In particular, it is not suitable when Ivy is used within an application where we don't to assume all input is ISO-8559-1.
"	1	Bug	patch	3	Major	5	Resolved
12424078	PDFBOX	danielwilson	Invalid code encountered while decoding CCITT	"I tried to convert the following document to image, but I got the attached result. 

It parsed just the text. I also tried different formats like JPG.  I ran it using the PDFToImage class passing the document path as parameter. 

I've read that sometimes the document is not created respecting the PDF standard. But, is there a possibility to ignore it?! In fact, it's very important to me, so, could I use PDF Box despite of those ""errors""? 

Thank you
Marcelo
"	1	Bug	CCITTFaxDecode, TIFF, ccitt	3	Major	1	Open
12422894	QPID	gemmellr	Update Derby store to check if a queue/exchange already exists on recovery	"Summary:

Due to the change that prevents duplicate MBean registrations the Derby code must now lookup the broker for an existing queue/exchange on recovery rather than simply replacing it with a new one."	1	Bug	derbystore	3	Major	6	Closed
12423138	QPID	aidan	stop copying jmx management console libs to 'build/lib' dir	"The build system copies the libs for each module into the 'build/lib' dir during the build process. The JMX management console build process does not use the libs from this dir (and moreso, the layout in which they are copied there is useless) as only the core plugin is created in the directory, with the full platform-specific console packages created in the plugins own release subdirectory.

As such, we should stop copying jmx management console libs to 'build/lib' dir."	3	Task	legacy-jmx-console	5	Trivial	6	Closed
12424187	DERBY	mamtas	SecureServerTest AssertionFailedError: Timed out waiting for network server to start	"I saw this  failure in the nightly run on  4/27 on the 10.5 branch - 10.5.1.2 - (769232).  I have not seen it in previous runs on the same machine.  There were actually two failures in the test. I think the second one failed because of the first so am not reporting a separate issue for that.

There were 2 failures:
1) SecureServerTest( Opened = false, Authenticated= false, CustomDerbyProperties= null, WildCardHost= null )junit.framework.AssertionFailedError: Timed out waiting for network server to start:Spawned SpawnedNetworkServer exitCode=0
	at org.apache.derbyTesting.junit.NetworkServerTestSetup.setUp(NetworkServerTestSetup.java:200)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:18)
	at junit.extensions.TestSetup.run(TestSetup.java:23)
	at org.apache.derbyTesting.junit.BaseTestSetup.run(BaseTestSetup.java:57)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:22)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:19)
	at junit.extensions.TestSetup.run(TestSetup.java:23)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:22)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:19)
	at junit.extensions.TestSetup.run(TestSetup.java:23)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:22)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:19)
	at junit.extensions.TestSetup.run(TestSetup.java:23)
2) SecureServerTest( Opened = false, Authenticated= false, CustomDerbyProperties= functionTests/tests/derbynet/SecureServerTest.derby.properties, WildCardHost= null )junit.framework.AssertionFailedError: directory trace does not exist
	at org.apache.derbyTesting.functionTests.tests.derbynet.SecureServerTest.setTraceDirectory(SecureServerTest.java:386)
	at org.apache.derbyTesting.functionTests.tests.derbynet.SecureServerTest.testServerStartup(SecureServerTest.java:358)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:85)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:58)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java(Compiled Code))
	at org.apache.derbyTesting.junit.BaseTestCase.runBare(BaseTestCase.java:105)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:22)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:19)
	at junit.extensions.TestSetup.run(TestSetup.java:23)
	at org.apache.derbyTesting.junit.BaseTestSetup.run(BaseTestSetup.java:57)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:22)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:19)
	at junit.extensions.TestSetup.run(TestSetup.java:23)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:22)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:19)
	at junit.extensions.TestSetup.run(TestSetup.java:23)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:22)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:19)
	at junit.extensions.TestSetup.run(TestSetup.java:23)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:22)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:19)
	at junit.extensions.TestSetup.run(TestSetup.java:23)


"	1	Bug	derby_triage10_8	4	Minor	6	Closed
12421533	MAPREDUCE	rwisniewski	Improve the way error messages are displayed from jobclient	Today if a job is submitted with an already existing output directory then an exception trace is displayed on the client. A simple message like '{{Error running job as output path already exists}}' might suffice.	4	Improvement	newbie	3	Major	1	Open
12421613	QPID	rajith	Add an ant target to run interop tests	"Need to add an ant target to run the java examples against c++ and python clients using the c++ broker.
As a first step this should run the verify_all script."	4	Improvement	ant_build_system	4	Minor	6	Closed
