id	project_name	processed_title	processed_description	processed_labels	priority_id	type_id	status_name	topic_id	top_terms
13589389	SPARK	improve error message assertschemaequal	assertschemaequal provide actionable error message give parameter invalid data type	['pull-request-available']	3	1	Resolved	101	['type', 'sql', 'class', 'use', 'add', 'api', 'apache', 'user', 'test', 'scala']
13563071	SPARK	pass message parameter metadata errorinfo	message parameter error class messageparameter field metadata errorinfo possible construct error have error class	['pull-request-available']	3	4	Resolved	113	['class', 'instead', 'use', 'api', 'apache', 'user', 'type', 'add', 'test', 'sql']
13559991	SPARK	mockdf planonlytestfixture	dependency spark connect run test code run test executable code show error code file python pyspark panda test connect line import reusedconnecttestcase file python pyspark testing line class testcase pysparkerrortestutils file python pyspark testing line planonlytestfixture class nameerror dataframe define code actionable	['pull-request-available']	4	6	Resolved	142	['python', 'pyspark', 'fail', 'test', 'user', 'sql', 'scala', 'type', 'apache', 'add']
13559525	SPARK	bright color document title well visibility	increase popularity dark mode eye comfort energy save benefit important ensure documentation easily readable light dark setting current title font color dark mode optimal readability hinder user experience adjust color aim enhance overall accessibility readability pyspark documentation dark mode	['pull-request-available']	3	1	Resolved	50	['support', 'user', 'pyspark', 'use', 'add', 'scala', 'apache', 'type', 'test', 'sql']
13537071	SPARK	enable	enable	['pull-request-available']	3	7	Resolved	6	['scala', 'apache', 'use', 'build', 'api', 'sql', 'add', 'fail', 'class', 'test']
13552048	SPARK	sbt doc command execute successfully java	code java error sourcecode git spark sbt pick error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error loading source file sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error construct javadoc information error building index package class error standard doclet version lts error building tree package class error sourcecode git spark sbt common kvstore src main java org apache spark util kvstore error head sequence compare implicit precede heading error serialization error sourcecode git spark sbt common kvstore target api org apache spark util kvstore error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore package error generating sourcecode git spark sbt common kvstore target api org apache spark util kvstore package error generating sourcecode git spark sbt common kvstore target api constant error generating sourcecode git spark sbt common kvstore target api serialize error generating sourcecode git spark sbt common kvstore target api overview error building index class error generating sourcecode git spark sbt common kvstore target api allclasse error generating sourcecode git spark sbt common kvstore target api allpackage error generating sourcecode git spark sbt common kvstore target api index error generating sourcecode git spark sbt common kvstore target api error generating sourcecode git spark sbt common kvstore target api help error error warn javadoc exit exit code error error error error error error error error error error error error sbt error scala error error error sbt error error sbt error sbt error sbt error sbt error error error error error error error kvstore compile doc error total time complete sep	['pull-request-available']	4	7	Resolved	35	['api', 'apache', 'scala', 'class', 'sql', 'add', 'remove', 'fix', 'type', 'user']
13234582	SPARK	support ansi sql interval type	spark interval data type break persist comparable cross month day line tell month day equal month day month number day propose introduce flavour interval describe ansi sql standard deprecate sparks interval type ansi describe non overlap class year month day second range member class compare sort support datetime arithmetic persist old new flavor interval coexist spark interval eventually retire semantic breakage control legacy config setting milestone spark interval equivalency new interval type meet exceed function exist sql interval add new datatype implementation interval year month day second include json format dll string infra support check caller side datetype timestamptype support new interval type dataset udf interval literal legacy config allow mixed year month day second field return legacy interval value interval num interval num interval interval datetime function operator datetime datetime day day second datetime interval cast new interval type cast string interval cast interval string pretty printing sql syntax specify type support sort interval milestone persistence ability create table type interval ability write common file format parquet json insert select update merge discovery milestone client support jdbc support hive thrift server milestone pyspark spark integration python udf return interval dataframe support	['release-notes']	3	4	Resolved	34	['type', 'support', 'python', 'pyspark', 'sql', 'fix', 'class', 'fail', 'test', 'add']
13527456	SPARK	add function	add new function function fail exception face column value decrypt column contain bad good input impossible decrypt good input	['starter']	3	2	Resolved	28	['add', 'sql', 'class', 'api', 'apache', 'user', 'type', 'test', 'scala', 'fail']
13559630	SPARK	add github link icon pyspark documentation header	add github link icon pyspark documentation header well accessibility pandas	['pull-request-available']	3	1	Resolved	28	['add', 'sql', 'class', 'api', 'apache', 'user', 'type', 'test', 'scala', 'fail']
13410694	SPARK	build test python	python introduce break change need update pyspark example following code collection import callable deprecationwarning import abc collection instead deprecate python stop work code target apache spark	['releasenotes']	3	4	Resolved	136	['python', 'instead', 'pyspark', 'apache', 'build', 'test', 'add', 'sql', 'type', 'api']
13566464	SPARK	upgrade	release reinstate renderlevel method simplelogger remove mistake	['pull-request-available']	3	4	Resolved	100	['use', 'upgrade', 'scala', 'type', 'add', 'user', 'api', 'apache', 'test', 'sql']
13559251	SPARK	upgrade cloudpickle	include official support python	['pull-request-available']	3	7	Resolved	122	['python', 'pyspark', 'support', 'sql', 'test', 'user', 'add', 'use', 'apache', 'type']
13139131	SPARK	extend test coverage orc reader	orc reader well test coverage orc reader hive serde hive orcfileformat apache orc vectorized wrapper apache orc vectorized copy apache orc	['bulk-closed']	4	4	Resolved	62	['apache', 'upgrade', 'scala', 'api', 'user', 'type', 'add', 'test', 'sql', 'fail']
13592297	SPARK	support sparksubmitargument	allow user control default master set testing documentation generation local code java bin pyspark python main jun clang darwin type help copyright credit license information warning incubator module spark default profile org apache spark pattern layout set default log level warn adjust log level use sparkr use warn nativecodeloader unable load native hadoop library platform builtin java class applicable welcome version snapshot python version main jun spark context web available spark context available master local app sparksession available spark code code java bin pyspark note pick python main jun clang darwin type help copyright credit license information note pick note pick warning incubator module spark default profile org apache spark pattern layout set default log level warn adjust log level use sparkr use warn nativecodeloader unable load native hadoop library platform builtin java class applicable welcome version snapshot python version main jun spark context web available spark context available master app sparksession available spark code	['pull-request-available']	3	7	Resolved	8	['apache', 'api', 'pyspark', 'use', 'support', 'python', 'user', 'class', 'type', 'test']
13551820	SPARK	remove lang scala library add jdk workaround	add code lang scala library code jdk work	['pull-request-available']	4	7	Resolved	6	['scala', 'apache', 'use', 'build', 'api', 'sql', 'add', 'fail', 'class', 'test']
13570075	SPARK	fix core module succeed sbt test	happen master okay code java build sbt core testonly info dagschedulersuite info parent stage low stage failed millisecond info illegalstateexception initialize plugin interface mockmaker alternate null info suite aborted info test fail error error test error dagschedulersuite error core test testonly sbt testsfailedexception test unsuccessful error total time complete feb code maven code java build mvn dependency tree core grep byte buddy info byte buddy test info byte buddy agent test code sbt code java build sbt core test dependencytree grep byte buddy info byte evict info byte code	['pull-request-available']	3	1	Resolved	45	['test', 'build', 'fail', 'fix', 'scala', 'apache', 'user', 'type', 'add', 'sql']
13589184	SPARK	use api group	convention follow domain style instead package style code apiversion code	['pull-request-available']	2	7	Resolved	18	['use', 'api', 'instead', 'scala', 'apache', 'user', 'type', 'add', 'test', 'sql']
13580092	SPARK	remove obsolete workflow	need anymore	['pull-request-available']	3	4	Resolved	79	['apache', 'use', 'remove', 'build', 'test', 'instead', 'type', 'api', 'add', 'user']
13561188	SPARK	replace illegalstateexception catalyst	replace illegalstateexception catalyst migration new error framework error class	['pull-request-available']	4	7	Resolved	41	['class', 'use', 'scala', 'api', 'apache', 'user', 'type', 'add', 'test', 'sql']
13382768	SPARK	support field year month interval type	extend yearmonthintervaltype support interval year interval month interval year month	['pull-request-available']	3	7	Resolved	34	['type', 'support', 'python', 'pyspark', 'sql', 'fix', 'class', 'fail', 'test', 'add']
13558944	SPARK	reenable releasesession test case		['pull-request-available']	3	7	Resolved	45	['test', 'build', 'fail', 'fix', 'scala', 'apache', 'user', 'type', 'add', 'sql']
13552517	SPARK	deprecate	config allow switch legacy behaviour spark pretty old maintain anymore deprecation remove config future version improve code maintenance alternative approach raw string literal spark especially handle escape character sequence	['pull-request-available']	3	7	Resolved	79	['apache', 'use', 'remove', 'build', 'test', 'instead', 'type', 'api', 'add', 'user']
13555759	SPARK	clean type use bufferediterator canbuildfrom traversable	type bufferediterator package scala deprecate type canbuildfrom package generic deprecate type traversable package scala deprecate code java warn sourcecode git spark sbt sql core src main scala org apache spark sql execution type bufferediterator package scala deprecate use bufferediterator instead scala bufferediterator warn applicable filter warning cat deprecation site origin scala bufferediterator warn input warn code	['pull-request-available']	3	7	Resolved	55	['scala', 'type', 'support', 'use', 'sql', 'apache', 'instead', 'user', 'add', 'test']
13563489	SPARK	redact jdbc url error log	redact jdbc url error message parameter log avoid leak user secret	['pull-request-available']	3	7	Resolved	50	['support', 'user', 'pyspark', 'use', 'add', 'scala', 'apache', 'type', 'test', 'sql']
13559570	SPARK	replace explicit	behavioral difference scala explicit call similar implicit conversion array seq scala return mutable wrappedarray involve collection copy scala welcome scala openjdk bit server java type expression evaluation try help scala scala return immutable arrayseq collection copy non collection copy behavior explicit conversion era scala safe assume collection copy need scala	['pull-request-available']	3	7	Resolved	148	['scala', 'type', 'class', 'api', 'apache', 'user', 'add', 'test', 'sql', 'fail']
13588912	SPARK	add opencontainers annotation docker image	code java docker inspect apache label ubuntu code code java bin docker image build docker inspect spark label apache spark project apache spark scala java image code	['pull-request-available']	4	7	Resolved	62	['apache', 'upgrade', 'scala', 'api', 'user', 'type', 'add', 'test', 'sql', 'fail']
13586592	SPARK	fix spark operator module define test framework explicitly	code java clean test mode fail task spark operator test automatic loading test framework implementation dependency deprecate schedule remove gradle declare desire test framework directly test suite explicitly declare test framework implementation dependency test runtime classpath consult upgrading guide information openjdk bit server warning sharing support boot loader class bootstrap classpath appendedfailure build fail exception go wrong deprecated gradle feature build make incompatible gradle try run option stack trace run option log output run insight help build fail actionable task execute code	['pull-request-available']	4	7	Resolved	118	['test', 'build', 'fail', 'remove', 'class', 'support', 'fix', 'apache', 'user', 'add']
13555089	SPARK	mllib mllib local separate test group	improve stability github action test	['pull-request-available']	3	4	Resolved	45	['test', 'build', 'fail', 'fix', 'scala', 'apache', 'user', 'type', 'add', 'sql']
13587515	SPARK	remove bouncycastle relate test dependency hive thriftserver module	merge orcencryptionsuite test case write orc datum long require use fakekeyprovider result hive thriftserver long need test dependency	['pull-request-available']	3	4	Resolved	45	['test', 'build', 'fail', 'fix', 'scala', 'apache', 'user', 'type', 'add', 'sql']
13559710	SPARK	fix queryexecutionerrorssuite java	code java info execute user define function register udf failed millisecond illegalargumentexception parameter reason value stringindexoutofboundsexception range bound length match stringindexoutofboundsexception begin end length code	['pull-request-available']	3	1	Resolved	50	['support', 'user', 'pyspark', 'use', 'add', 'scala', 'apache', 'type', 'test', 'sql']
13204256	SPARK	remove disallow multiple spark context	multiple spark context discourage warn year ago cause arbitrary mysterious error case honestly know spark allow	['release-notes']	4	4	Resolved	79	['apache', 'use', 'remove', 'build', 'test', 'instead', 'type', 'api', 'add', 'user']
13579939	SPARK	checkpoint localcheckpoint scala spark connect client	implement checkpoint localcheckpoint python spark connect client scala	['pull-request-available']	3	4	Resolved	6	['scala', 'apache', 'use', 'build', 'api', 'sql', 'add', 'fail', 'class', 'test']
12968564	SPARK	add pivot functionality sparkr	user transform datum function dcast pkg introduce functionality scala python api like suggest add functionality sparkr api pivot dataframes love knowledge scala limited proper guidance try	['pivot']	4	4	Resolved	102	['add', 'scala', 'api', 'user', 'python', 'apache', 'type', 'test', 'sql', 'fail']
13515717	SPARK	min fail minimal timestamp	code demonstrate issue code python datetime import datetime timezone import timestamptype import function tzinfo traceback recent file line file maximgekk proj apache spark python pyspark sql line return file maximgekk proj apache spark python pyspark sql line head file maximgekk proj apache spark python pyspark sql line head return file maximgekk proj apache spark python pyspark sql line return file maximgekk proj apache spark python pyspark sql line collect return file maximgekk proj apache spark python pyspark line yield file maximgekk proj apache spark python pyspark line return file maximgekk proj apache spark python pyspark line load return encode encoding file maximgekk proj apache spark python pyspark sql line return lambda file maximgekk proj apache spark python pyspark sql line frominternal value file maximgekk proj apache spark python pyspark sql line file maximgekk proj apache spark python pyspark sql line frominternal return file maximgekk proj apache spark python pyspark sql line frominternal return valueerror year range code	['pull-request-available']	3	1	In Progress	75	['python', 'apache', 'pyspark', 'sql', 'fail', 'scala', 'user', 'type', 'add', 'test']
13548259	SPARK	upgrade ivy		['pull-request-available']	3	7	Resolved	100	['use', 'upgrade', 'scala', 'type', 'add', 'user', 'api', 'apache', 'test', 'sql']
13583006	SPARK	display correct site ipython notebook	current ipython notebook proper dataframequerycontext	['pull-request-available']	3	1	Resolved	6	['scala', 'apache', 'use', 'build', 'api', 'sql', 'add', 'fail', 'class', 'test']
13364523	SPARK	difference result cast float timestamp	code portrait issue code sql spark sql create temp view select spark sql select spark sql select timestamp spark sql cache table spark sql select spark sql select timestamp code result cache view different cached view	['correctness']	3	1	Resolved	2	['sql', 'class', 'api', 'apache', 'user', 'type', 'add', 'test', 'scala', 'fail']
13290181	SPARK	convert catalyst date timestamp java date timestamp local date time	default collect return timestamp date instance offset derive internal value catalyst timestamp date store microsecond epoch conversion internal value timestamp date base proleptic gregorian calendar convert resulted value year string produce timestamp date string julian calendar example code scala date row code fix internal catalyst value convert local date time gregorian calendar construct local date time resulted year month second julian calendar	['correctness']	3	7	Resolved	148	['scala', 'type', 'class', 'api', 'apache', 'user', 'add', 'test', 'sql', 'fail']
13587273	SPARK	errorclassesjsonreader handle null properly	errorclassesjsonreader raise get null work properly	['pull-request-available']	3	1	Resolved	6	['scala', 'apache', 'use', 'build', 'api', 'sql', 'add', 'fail', 'class', 'test']
13559157	SPARK	use separators api instead string api construct defaultprettyprinter	code java constructor specify separator string use root value null separator print note simply construct serializedstring parameter call rootseparator string use root value separator use separators api instead public rootseparator null null new code	['pull-request-available']	4	4	Resolved	18	['use', 'api', 'instead', 'scala', 'apache', 'user', 'type', 'add', 'test', 'sql']
13556623	SPARK	remove defensive null check add	code java def int unit shufflestatus add protection scala revert scala solve issue shufflestatus null code issue fix scala	['pull-request-available']	4	4	Resolved	148	['scala', 'type', 'class', 'api', 'apache', 'user', 'add', 'test', 'sql', 'fail']
13375470	SPARK	sql dataframereader unescapedquotehandling parameter misdocumente	unescapedquotehandling parameter dataframereader correctly document appear twice look like overwrite intend option view instance error occur useful query appear bug introduce	['starter']	3	20	Resolved	2	['sql', 'class', 'api', 'apache', 'user', 'type', 'add', 'test', 'scala', 'fail']
13555760	SPARK	clean deprecated api usage relate rightprojection leftprojection	method class rightprojection deprecate method class leftprojection deprecate method right class deprecate code java warn sourcecode git spark sbt sql core src main scala org apache spark sql execution datasource method class leftprojection deprecate use instead warn applicable filter warning cat deprecation site origin warn warn code	['pull-request-available']	3	7	Resolved	30	['sql', 'scala', 'apache', 'class', 'fix', 'api', 'user', 'type', 'add', 'test']
13538049	SPARK	enable groupbytest panda	test list	['pull-request-available']	3	7	Resolved	66	['test', 'python', 'pyspark', 'user', 'class', 'apache', 'add', 'api', 'type', 'sql']
13569416	SPARK	skip schedule sparkr windows fork repository default	consistent schedule build	['pull-request-available']	4	6	Resolved	39	['build', 'add', 'test', 'fix', 'scala', 'api', 'apache', 'user', 'type', 'sql']
13406993	SPARK	true	true fasle dtype dtype true true true dtype bool pyspark true true false dtype bool	['pull-request-available']	3	1	Resolved	119	['pyspark', 'build', 'fix', 'use', 'python', 'type', 'user', 'test', 'apache', 'api']
13558781	SPARK	fix panda api support list properly	currently support panda api generate properly fix	['pull-request-available']	3	1	Resolved	110	['pyspark', 'api', 'support', 'user', 'use', 'test', 'python', 'apache', 'type', 'add']
13555754	SPARK	use lazylist instead stream	class stream package immutable deprecate object stream package immutable deprecate type stream package scala deprecate value stream package scala deprecate method append class stream deprecate method tostream trait iterableonceops deprecate code java warn sourcecode git spark sbt sql core src test scala org apache spark sql class stream package immutable deprecate use lazylist fully lazy instead stream lazy tail warn applicable filter warning cat deprecation site blockinglinestream origin stream warn val stream warn code	['pull-request-available']	3	7	Resolved	26	['instead', 'use', 'class', 'scala', 'remove', 'sql', 'support', 'fix', 'type', 'build']
13551489	SPARK	upgrade pandas		['pull-request-available']	3	7	Resolved	100	['use', 'upgrade', 'scala', 'type', 'add', 'user', 'api', 'apache', 'test', 'sql']
13581484	SPARK	upgrade jetty		['pull-request-available']	3	7	Resolved	100	['use', 'upgrade', 'scala', 'type', 'add', 'user', 'api', 'apache', 'test', 'sql']
13558542	SPARK	upgrade protobuf java match protobuf	code code code code	['pull-request-available']	3	7	Resolved	100	['use', 'upgrade', 'scala', 'type', 'add', 'user', 'api', 'apache', 'test', 'sql']
13560378	SPARK	test invalid error class		['pull-request-available']	4	7	Resolved	46	['class', 'pyspark', 'python', 'apache', 'instead', 'use', 'add', 'test', 'type', 'api']
13555442	SPARK	replace	code java relevant sequential collection use instead def combop code	['pull-request-available']	3	7	Resolved	18	['use', 'api', 'instead', 'scala', 'apache', 'user', 'type', 'add', 'test', 'sql']
13562030	SPARK	refactor python data source instance load	instance instead	['pull-request-available']	3	7	Resolved	136	['python', 'instead', 'pyspark', 'apache', 'build', 'test', 'add', 'sql', 'type', 'api']
13593954	SPARK	api compatibility check structured streaming query management	ensure exist functionality structured streaming query management work way spark connect identify miss api broken feature etc	['pull-request-available']	3	7	Resolved	35	['api', 'apache', 'scala', 'class', 'sql', 'add', 'remove', 'fix', 'type', 'user']
13555213	SPARK	upgrade jersey		['pull-request-available']	4	4	Resolved	100	['use', 'upgrade', 'scala', 'type', 'add', 'user', 'api', 'apache', 'test', 'sql']
12908636	SPARK	replace example code	similar example code	['starter']	3	7	Resolved	6	['scala', 'apache', 'use', 'build', 'api', 'sql', 'add', 'fail', 'class', 'test']
13559626	SPARK	fix doct python	code file spark spark python pyspark panda line failed example ordereddict expect got code	['pull-request-available']	4	7	Resolved	7	['python', 'pyspark', 'scala', 'sql', 'fix', 'apache', 'use', 'test', 'add', 'api']
13559152	SPARK	refactor use	accept column object remote session optimize exist factorize implementation	['pull-request-available']	3	1	Resolved	18	['use', 'api', 'instead', 'scala', 'apache', 'user', 'type', 'add', 'test', 'sql']
13549931	SPARK	reflect fail internal error null class method	example demonstrate issue code sql spark sql default select uuid string spark sql phase analysis fail internal error hit bug spark spark plugin use report bug correspond community vendor provide stack trace code	['pull-request-available']	3	1	Resolved	12	['sql', 'fail', 'use', 'class', 'apache', 'user', 'type', 'add', 'test', 'scala']
13573772	SPARK	use java instead jre dockerfile	code docker run azul zulu jre jmap docker error response daemon fail create task container fail create shim task oci runtime create fail runc create fail unable start container process exec jmap executable file find path unknown code	['pull-request-available']	3	7	Resolved	11	['fail', 'instead', 'use', 'scala', 'apache', 'user', 'type', 'add', 'test', 'sql']
13562107	SPARK	convert illegalstateexception internalerror session iterator	convert illegalstateexception class updatingsessionsiterator mergingsessionsiterator	['pull-request-available']	3	7	Resolved	113	['class', 'instead', 'use', 'api', 'apache', 'user', 'type', 'add', 'test', 'sql']
13548734	SPARK	upgrade derby	currently derby fix require issue aim upgrade drop java	['pull-request-available']	4	7	Resolved	100	['use', 'upgrade', 'scala', 'type', 'add', 'user', 'api', 'apache', 'test', 'sql']
13579918	SPARK	fix lint scala scalafmt detect properly	code mvn scalafmt format false true false connector connect common connector connect server connector connect client jvm code fail code info scalafmt result unformatted info detail info require formatting info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format info format code output format change scalafmt version upgrade	['pull-request-available']	3	1	Resolved	100	['use', 'upgrade', 'scala', 'type', 'add', 'user', 'api', 'apache', 'test', 'sql']
13559120	SPARK	install explicitly panda python	happen python code start temp output spark spark python traceback recent file line file line file spark spark python pyspark streaming test line import pysparkstreamingtestcase file spark spark python pyspark line import assertpandasonsparkequal file spark spark python pyspark testing line import file spark spark python pyspark line file spark spark python pyspark sql panda line import panda file local lib dist package line import file local lib dist package panda core line import file local lib dist package line import interval file line init file line init file line init attributeerror partially initialize module panda attribute likely circular import code	['pull-request-available']	3	7	Resolved	142	['python', 'pyspark', 'fail', 'test', 'user', 'sql', 'scala', 'type', 'apache', 'add']
13554233	SPARK	introduce flexible parameter assertdataframeequal	add new parameter maxerror showonlydiff maxrowsshow ignorecolumnname assertdataframeequal	['pull-request-available']	3	7	Resolved	28	['add', 'sql', 'class', 'api', 'apache', 'user', 'type', 'test', 'scala', 'fail']
13569980	SPARK	increase timeout action kafkacontinuoustest	fail macos build	['pull-request-available']	4	6	Resolved	11	['fail', 'instead', 'use', 'scala', 'apache', 'user', 'type', 'add', 'test', 'sql']
13560563	SPARK	remove stale python version checking	link drop python low python remove stale checking	['pull-request-available']	3	4	Resolved	68	['python', 'use', 'pyspark', 'test', 'sql', 'api', 'apache', 'user', 'type', 'add']
13553635	SPARK	use pattern match type checking conversion	refer jep example code java obj instanceof string string str string obj code replace code java obj instanceof string str code new code look compact	['pull-request-available']	4	7	Resolved	100	['use', 'upgrade', 'scala', 'type', 'add', 'user', 'api', 'apache', 'test', 'sql']
13551580	SPARK	improve description like	description like say code order match pattern code spark sql shell code sql spark sql default select spark sql default select like format invalid escape character allow precede spark sql default select like true code	['pull-request-available']	3	20	Resolved	2	['sql', 'class', 'api', 'apache', 'user', 'type', 'add', 'test', 'scala', 'fail']
13557185	SPARK	expose stack trace dataframequerycontext	modify dataframequerycontext expose stack trace user allow easily troubleshoot issue	['pull-request-available']	3	4	Resolved	50	['support', 'user', 'pyspark', 'use', 'add', 'scala', 'apache', 'type', 'test', 'sql']
13326051	SPARK	unionbyname optionally fill miss column null pyspark	well expose unionbyname parameter python api currently expose scala java api	['starter']	3	4	Resolved	8	['apache', 'api', 'pyspark', 'use', 'support', 'python', 'user', 'class', 'type', 'test']
13543376	SPARK	clean compilation warning relate keyword scala	code java warn sourcecode git spark sbt sql catalyst src test scala org apache spark sql catalyst deprecation wrap enum backtick use identifier keyword scala warn var enum month code enum keyword scala include export give scala code java welcome scala openjdk bit server java type expression evaluation try help scala val enum int warning wrap enum backtick use identifier keyword scala quickfixable val enum int scala val export int warning wrap export backtick use identifier keyword scala quickfixable val export int scala val give int warning wrap give backtick use identifier keyword scala quickfixable val give int code scala code java welcome scala java openjdk bit server type expression evaluation try help scala val enum int syntax error enum int pattern expect long explanation available compile scala val export int syntax error export int pattern expect long explanation available compile scala val give int syntax error give int identifier expect find long explanation available compile code	['pull-request-available']	4	7	Resolved	6	['scala', 'apache', 'use', 'build', 'api', 'sql', 'add', 'fail', 'class', 'test']
13593953	SPARK	api compatibility check catalog	ensure exist functionality catalog work way spark connect identify miss api broken feature etc	['pull-request-available']	3	7	Resolved	35	['api', 'apache', 'scala', 'class', 'sql', 'add', 'remove', 'fix', 'type', 'user']
13560109	SPARK	align codegen non codegen implementation stringdecode	fix implementation codegen non codegen stringdecode expression raise error invalid input charset	['pull-request-available']	3	1	Resolved	39	['build', 'add', 'test', 'fix', 'scala', 'api', 'apache', 'user', 'type', 'sql']
13231019	SPARK	create dataframe pyspark arraytype produce rows array	affect python create dataframe type true end row fill code java import arraytype integertype true code example consistently element code code happen type true	['correctness']	1	1	Resolved	142	['python', 'pyspark', 'fail', 'test', 'user', 'sql', 'scala', 'type', 'apache', 'add']
13595205	SPARK	rename errorclass condition	rename errorclass condition follow agreement	['pull-request-available']	3	7	Open	6	['scala', 'apache', 'use', 'build', 'api', 'sql', 'add', 'fail', 'class', 'test']
13535787	SPARK	enable panda	enable panda	['pull-request-available']	3	7	Resolved	6	['scala', 'apache', 'use', 'build', 'api', 'sql', 'add', 'fail', 'class', 'test']
